ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	NOTE
1188	Nubri	White	kaɹpo	kaɹpo	k a.ɹ + p o	star/white :bu-suffix/pu	2565 1581	1106	k a.ɹ + p o	[x]
1442	Sherpa	White	karbu	karbu	k a.r + b u	star/white :bu-suffix/pu	2565 1581	1106	k a.r + b u	[x]
1685	Tsum	White	kaɹbo	kaɹbo	k a.ɹ + b o	star/white :bu-suffix/pu	2565 1581	1106	k a.ɹ + b o	[x]
1949	Yolmo	White	kaɾpu	kaɾpu	k a.ɾ + p u	star/white :bu-suffix/pu	2565 1581	1106	k a.ɾ + p u	[x]
108086	S_Old_Tibetan	White	dkar-	dkar-	d k a r			1106	d k a r - - ( - - )	From Sagart et al.
108108	S_Old_Chinese	White	bˤrak	bˤrak	bˤ r a k			110162	) bˤ r a k	From Sagart et al.
173	Gyalsumdo	Eight	ke	ke	k e	eight	764	234	k e -	[x]
433	Jirel	Eight	ŋɡet̪	ŋɡet̪	ⁿg e.t̪	eight	764	234	ⁿg e.t̪	[x]
691	Kagate	Eight	ke	ke	k e	eight	764	234	k e -	[x]
948	Lowa	Eight	ke	ke	k e	eight	764	234	k e -	[x]
1198	Nubri	Eight	ke	ke	k e	eight	764	234	k e -	[x]
1199	Nubri	Eight	kxe	kxe	k.x/Ø e	eight	764	236	k.x/Ø e	[x]
1452	Sherpa	Eight	ɡeʔ	ɡeʔ	g e.ʔ	eight	764	235	g e.ʔ	[x]
1695	Tsum	Eight	keʔ	keʔ	k e.ʔ	eight	764	234	k e.ʔ	[x]
1959	Yolmo	Eight	ke	ke	k e	eight	764	234	k e -	[x]
101834	S_Old_Chinese	Eight	pˤret	pˤret	pˤ r e t			100183	- - - - - - - pˤ - r - - e - t -	From Sagart et al.
101835	S_Old_Tibetan	Eight	brgʲad	brgʲad	b r gʲ a d			100183	- - - - - - - b - r gʲ - a - d -	From Sagart et al.
178	Gyalsumdo	Twenty	ɲiɕu	ɲiɕu	ɲ i + ɕ/tɕ u.!Ø/k	two ten	3448 2672	1049	ɲ i + ɕ/tɕ u	[x]
438	Jirel	Twenty	kʰaldʑik	kʰaldʑik	kʰ a.l + !dʑ/tɕ i.k	twenty one	3431 2024	1051	kʰ a.l + dʑ/tɕ i.k	[x]
696	Kagate	Twenty	ŋiɕju	ŋiɕju	ŋ i + ɕ/tɕ.j u	two ten	3448 2672	1049	ŋ i + ɕ/tɕ.j u	[x]
953	Lowa	Twenty	ɲidʑu	ɲidʑu	ɲ i + dʑ/tɕ u	two ten	3448 2672	1049	ɲ i + dʑ/tɕ u	[x]
1204	Nubri	Twenty	ɲiɕu	ɲiɕu	ɲ i + ɕ/tɕ.Ø/j u	two ten	3448 2672	1049	ɲ i + ɕ/tɕ.Ø/j u	[x]
1457	Sherpa	Twenty	ɲiɕju	ɲiɕju	ɲ i + ɕ/tɕ.j u	two ten	3448 2672	1049	ɲ i + ɕ/tɕ.j u	[x]
1700	Tsum	Twenty	ɲiɕu	ɲiɕu	ɲ i + ɕ/tɕ u	two ten	3448 2672	1049	ɲ i + ɕ/tɕ u	[x]
1964	Yolmo	Twenty	ɲiɕju	ɲiɕju	ɲ i + ɕ/tɕ.j u	two ten	3448 2672	1049	ɲ i + ɕ/tɕ.j u	[x]
1965	Yolmo	Twenty	kʰaldʑi	kʰaldʑi	kʰ a.l + dʑ/tɕ i	twenty one	3431 2024	1051	kʰ a.l + dʑ/tɕ i	[x]
107536	S_Old_Tibetan	Twenty	ɲi.ɕu	ɲi.ɕu	ɲ i ɕ u			1049	- - ɲ i - ɕ - u -	From Sagart et al.
179	Gyalsumdo	One Hundred	kja	kja	k.j a	hundred	2035	590	k.j a	[x]
439	Jirel	One Hundred	kʰalŋa	kʰalŋa	kʰ a.l + ŋ a	twenty five	3431 1009	594	kʰ a.l + ŋ a	[x]
697	Kagate	One Hundred	kjatɕik	kjatɕik	k.j a + tɕ i.k	hundred one	2035 2024	590	k.j a + tɕ i.k	[x]
954	Lowa	One Hundred	kjat̪ʰampa	kjat̪ʰampa	k.j a + t̪ʰ a.m + p a	hundred ? _:pa-suffix/pa	2035 2039 1019	590	k.j a + t̪ʰ a.m + p a	[x]
1205	Nubri	One Hundred	kjat̪ʰamba	kjat̪ʰamba	k.j a + t̪ʰ a.m + b a	hundred ? _:ba-suffix/pa	2035 2039 2040	590	k.j a + t̪ʰ a.m + b a	[x]
1458	Sherpa	One Hundred	ɡjatɕik	ɡjatɕik	g.j a + tɕ i.k	hundred one	2035 2024	590	g.j a + tɕ i.k	[x]
1701	Tsum	One Hundred	kja	kja	k.j a	hundred	2035	590	k.j a	[x]
1966	Yolmo	One Hundred	kjatɕi	kjatɕi	k.j a + tɕ i	hundred one	2035 2024	590	k.j a + tɕ i	[x]
103479	S_Old_Chinese	One Hundred	pˤrak	pˤrak	pˤ r a k			100185	- - - - pˤ - - r - - a k	From Sagart et al.
103480	S_Old_Tibetan	One Hundred	brgʲa	brgʲa	b r g ʲ a			100185	- - - - b - - r g ʲ a -	From Sagart et al.
181	Gyalsumdo	What	tɕi	tɕi	tɕ i	what/tsi	3559	1089	tɕ i	[x]
441	Jirel	What	tɕi	tɕi	tɕ i	what/tsi	3559	1089	tɕ i	[x]
699	Kagate	What	tsi	tsi	ts i	what/tsi	3559	1089	ts i	[x]
956	Lowa	What	ki	ki	k i	what/ki	84	1089	k i	[?]
1207	Nubri	What	tɕi	tɕi	tɕ i	what/tsi	3559	1089	tɕ i	[x]
1460	Sherpa	What	kʰaŋ	kʰaŋ	kʰ a.ŋ	what/kang	3560	1090	kʰ a.ŋ	[x]
1703	Tsum	What	tɕi	tɕi	tɕ i	what/tsi	3559	1089	tɕ i	[x]
1968	Yolmo	What	tɕi	tɕi	tɕ i	what/tsi	3559	1089	tɕ i	[x]
107918	S_Old_Chinese	What	gˤa	gˤa	gˤ a			1090		From Sagart et al.
107919	S_Old_Chinese	What	gˤaj	gˤaj	gˤ a j			1090		From Sagart et al.
107930	S_Old_Tibetan	What	tɕʰi	tɕʰi	tɕʰ i			1089	- tɕʰ - i - - -	From Sagart et al.
182	Gyalsumdo	Where	kəɹu	kəɹu	k ə + ɹ u	where/ka _there/ru	3587 3588	1095	k ə + ɹ u	[x]
442	Jirel	Where	kʰapa	kʰapa	kʰ a + p a	where/kha _:pa-suffix	86 10	5	kʰ a + p a	[x]
700	Kagate	Where	kala	kala	k a + l a	where/ka _there/la	3587 200	1095	k a + l a	[x]
957	Lowa	Where	karu	karu	k a + r u	where/ka _there/ru	3587 3588	1095	k a + r u	[x]
1208	Nubri	Where	kønt̪a	kønt̪a	k ø.n + t̪ a	where/køn that	3591 3647	1100	k ø.n + t̪ a	[?]
1461	Sherpa	Where	kʰani	kʰani	kʰ a + n i	where/kha _there/ni	85 3593	5	kʰ a + n i	[x]
1704	Tsum	Where	kana	kana	k a + n a	where/ka _there/na	3587 3593	1095	k a + n a	[x]
1969	Yolmo	Where	ka	ka	k a	where/ka	3587	1095	k a	[x]
108006	S_Old_Chinese	Where	ɢʷan	ɢʷan	ɢʷ a n			1100		From Sagart et al.
108032	S_Old_Tibetan	Where	ga.na	ga.na	g a n a			1100	g a n - - a	From Sagart et al.
184	Gyalsumdo	How many	katse	katse	k a + ts e	how/ka how/tse	1397 1398	407	k a - + ts e	[x]
444	Jirel	How many	t̪ʰoji	t̪ʰoji	t̪ʰ o + j i	how/tho how/ji	87 1399	408	t̪ʰ o + j i	[x]
702	Kagate	How many	kadze	kadze	k a + dz e	how/ka how/tse	1397 1398	407	k a - + dz e	[x]
959	Lowa	How many	kantɕø	kantɕø	k a.n + tɕ ø	how/ka how/tse	1397 1398	407	k a.n + tɕ ø	[?]
1210	Nubri	How many	maŋlo	maŋlo	m a.ŋ + l o	how/mang how/lo	1400 1401	410	m a.ŋ + l o	[x]
1463	Sherpa	How many	kʰədzo	kʰədzo	kʰ ə + dz o	how/ka how/tse	1397 1398	407	kʰ ə - + dz o	[?]
1706	Tsum	How many	kanʑøʔ	kanʑøʔ	k a.n + ʑ ø.ʔ	how/ka how/tse	1397 1398	407	k a.n + ʑ ø.ʔ	[?]
1971	Yolmo	How many	kadze	kadze	k a + dz e	how/ka how/tse	1397 1398	407	k a - + dz e	[x]
187	Gyalsumdo	That	ot̪i	ot̪i	o + t̪ i	over-there/o _this	2358 2734	786	o + t̪ i	[x]
447	Jirel	That	t̪ʰe	t̪ʰe	t̪ʰ e	that	2684	785	t̪ʰ e	[x]
705	Kagate	That	wokʰo	wokʰo	w o + kʰ o	over-there/o _this/kho	2358 2362	786	w o + kʰ o	[x]
963	Lowa	That	jy	jy	j y	that/jy	2687	790	j y	[x]
964	Lowa	That	wy	wy	!w/j y	that/jy	2687	790	!w/j y	[x]
1214	Nubri	That	pʰu	pʰu	pʰ u	that/phu	2688	118	pʰ u	[x]
1466	Sherpa	That	t̪ʰi	t̪ʰi	t̪ʰ i	that	2684	785	t̪ʰ i	[x]
1709	Tsum	That	o	o	o	over-there/o	2358	786	o	[x]
1974	Yolmo	That	pʰarŋe	pʰarŋe	pʰ a.r + ŋ e	that/phar that/ŋe	2689 2690	791	pʰ a.r + ŋ e	[x]
106946	S_Old_Tibetan	That	de	de	d e			785		From Sagart et al.
106947	S_Old_Chinese	That	pajʔ	pajʔ	p a j ʔ			791		From Sagart et al.
188	Gyalsumdo	These	t̪ija	t̪ija	t̪ i + j a	_this :plural-suffix/ja	2734 2697	120	t̪ i + - j a	[x]
448	Jirel	These	nd̪iba	nd̪iba	ⁿd i + b a	_this :ba-suffix	2734 1019	125	ⁿd i + b a	[x]
706	Kagate	These	d̪ikʰokja	d̪ikʰokja	d̪ i + kʰ o + k.j a	_this _this/kho :plural-suffix/kja	2734 2362 2697	793	d̪ i + kʰ o + k.j a	[x]
965	Lowa	These	nd̪ekja	nd̪ekja	ⁿd !e/i + k.j a	_this :plural-suffix/kja	2734 2697	793	ⁿd !e/i + k.j a	[x]
1215	Nubri	These	t̪id̪o	t̪id̪o	t̪ i + d̪ o	_this :plural-suffix/do	2734 2700	121	t̪ i + d̪ o	[x]
1467	Sherpa	These	d̪iba	d̪iba	d̪ i + b a	_this :ba-suffix	2734 1019	125	d̪ i + b a	[x]
1710	Tsum	These	nd̪id̪em	nd̪id̪em	ⁿd i + d̪ e.m	_this :plural-suffix/dem	2734 2701	124	ⁿd i + d̪ e.m	[x]
1975	Yolmo	These	nd̪ikja	nd̪ikja	ⁿd i + k.j a	_this :plural-suffix/kja	2734 2697	793	ⁿd i + k.j a	[x]
189	Gyalsumdo	Those	kʰuŋja	kʰuŋja	kʰ u.ŋ + j a	those :plural-suffix/ja	2761 2697	815	kʰ u.ŋ + j a	[x]
449	Jirel	Those	t̪ʰeba	t̪ʰeba	t̪ʰ e + b a	_that :ba-suffix	2684 1019	127	t̪ʰ e - + b a -	[x]
707	Kagate	Those	wokʰokja	wokʰokja	w o + kʰ o + k.j a	_over-there/o _this/kho :plural-suffix/kja	2358 2362 2767	813	w o + kʰ o + k.j a	[x]
966	Lowa	Those	jøkja	jøkja	j !ø/y + k.j a	that/jy :plural-suffix/kja	2687 2697	813	j !ø/y + k.j a	[x]
967	Lowa	Those	wøkja	wøkja	!w/j !ø/y + k.j a	that/jy :plural-suffix/kja	2687 2697	813	!w/j !ø/y + k.j a	[x]
1216	Nubri	Those	pʰud̪o	pʰud̪o	pʰ u + d̪ o	that/phu :plural-suffix/do	2688 2700	128	pʰ u + d̪ o -	[x]
1468	Sherpa	Those	t̪ʰiba	t̪ʰiba	t̪ʰ i + b a	_that :ba-suffix	2684 1019	127	t̪ʰ i - + b a -	[x]
1711	Tsum	Those	od̪em	od̪em	o + d̪ e.m	_over-there/o :plural-suffix/dem	2358 2701	811	o + d̪ e.m	[x]
1976	Yolmo	Those	t̪apʰarŋed̪i	t̪apʰarŋed̪i	t̪ a + pʰ a.r + ŋ e + !d̪/ⁿd i	those/ta that/phar that/ŋe this	2771 2689 2690 2734	129	t̪ a + pʰ a.r + ŋ e + !d̪/ⁿd i	[x]
190	Gyalsumdo	Same	ot̪iɹaŋ	ot̪iɹaŋ	o + t̪ i + ɹ a.ŋ	over-there/o this _same/rang	2358 2734 2360	130	o + t̪ i + ɹ a.ŋ	[x]
191	Gyalsumdo	Same	od̪iɹaŋ	od̪iɹaŋ	o + !d̪/t̪ i + ɹ a.ŋ	over-there/o this _same/rang	2358 2734 2360	130	o + !d̪/t̪ i + ɹ a.ŋ	[x]
192	Gyalsumdo	Same	taɡe	taɡe	t a + g e	same/ta same/ge	632 633	131	t a + g e	[x]
450	Jirel	Same	t̪ʰokɹaŋ	t̪ʰokɹaŋ	t̪ʰ o.k + ɹ a.ŋ	same/thok same/rang	2359 2360	134	t̪ʰ o.k + ɹ a.ŋ	[x]
708	Kagate	Same	wokʰora	wokʰora	w o + kʰ o + r a	over-there/o this/kho different	2358 2362 2360	703	w o + kʰ o + - r a -	[x]
968	Lowa	Same	tɕikpa	tɕikpa	tɕ i.k + !p/b a	one :ba-suffix	2024 1019	706	tɕ i.k + !p/b a	[x]
1217	Nubri	Same	tɕɔtɕo	tɕɔtɕo	tɕ ɔ + tɕ o	same/tco same:red/tco	2361 2365	705	tɕ ɔ + tɕ o	[x]
1469	Sherpa	Same	tɕikparaŋ	tɕikparaŋ	tɕ i.k + !p/b a + r a.ŋ	one :ba-suffix _same/rang	2024 1019 2360	706	tɕ i.k + !p/b a + r a.ŋ	[x]
1712	Tsum	Same	od̪e	od̪e	o + !d̪/ⁿd !e/i	over-there/o this	2358 2734	130	o + !d̪/ⁿd !e/i	[x]
1977	Yolmo	Same	andaɾaŋ	andaɾaŋ	a.n + !d/t a + ɾ a.ŋ	/an same/ta different	2366 632 2360	702	a.n + !d/t a + ɾ a.ŋ	[x]
193	Gyalsumdo	Different	mendaɡe	mendaɡe	m e.n + !d/t a + g e	not/men same/ta same/ge	631 632 633	201	m e.n + !d/t a + g e	[x]
451	Jirel	Different	kʰud̪uk	kʰud̪uk	kʰ u + d̪ u.k	different different/tuk	633 634	202	kʰ u + d̪ u.k	[x]
709	Kagate	Different	raŋsara	raŋsara	r a.ŋ + s a + r a	same/rang different/sa different	2360 636 2360	207	r a.ŋ + s a + r a	[x]
969	Lowa	Different	mitɕikpa	mitɕikpa	m i + tɕ i.k + !p/b a	not/men one :ba-suffix	631 2024 1019	135	m i + tɕ i.k + !p/b a	[x]
1218	Nubri	Different	alak	alak	a + l a.k	different/a different/lak	639 640	205	a + l a.k	[x]
1470	Sherpa	Different	kʰut̪uk	kʰut̪uk	kʰ u + t̪ u.k	different different/tuk	633 634	202	kʰ u + t̪ u.k	[x]
1713	Tsum	Different	minta	minta	m i.n + t a	not/men same/ta	631 632	201	m i.n + t a	[x]
1978	Yolmo	Different	alak	alak	a + l a.k	different/a different/lak	639 640	205	a + l a.k	[x]
194	Gyalsumdo	Whole	t̪aɡɹaŋ	t̪aɡɹaŋ	t̪ a.g + ɹ a.ŋ	all/tag all/rang	22 16	147	t̪ a.g + ɹ a.ŋ	[x]
452	Jirel	Whole	ŋɡaŋe	ŋɡaŋe	ⁿg a + ŋ e	all/nga all/nge	17 18	145	ⁿg a + ŋ e	[x]
710	Kagate	Whole	t̪ʰamdzer	t̪ʰamdzer	t̪ʰ a.m + dz e.r	whole/tam whole/dzer	91 19	136	t̪ʰ a.m + dz e.r	[x]
711	Kagate	Whole	kopt̪ar	kopt̪ar	k o.p + t̪ a.r	whole/kop whole/tar	3655 92	143	k o.p + t̪ a.r	[x]
970	Lowa	Whole	kiɾi	kiɾi	k i + ɾ i	whole/kei whole/ri	95 3651	139	k i + ɾ i	[x]
971	Lowa	Whole	kaŋpo	kaŋpo	k a.ŋ + p o	whole/kang whole/po	3648 3656	137	k a.ŋ + p o	[x]
1219	Nubri	Whole	tɕjapt̪a	tɕjapt̪a	tɕ.j a.p + t̪ a	all/tsjop _that	21 3647	1112	tɕ.j a.p + t̪ a	[x]
1471	Sherpa	Whole	jukəi	jukəi	j u + k əi	whole/ju whole/kei	3653 95	140	j u + k əi	[x]
1714	Tsum	Whole	tɕjop	tɕjop	tɕ.j o.p	all/tsjop	21	1112	tɕ.j o.p	[x]
1979	Yolmo	Whole	t̪eptse	t̪eptse	t̪ e.p + ts e	whole/tep whole/tse	3654 3650	141	t̪ e.p + ts e	[x]
196	Gyalsumdo	Few	ɲuŋe	ɲuŋe	ɲ u + ŋ e	few/ny _/ŋe	929 930	279	ɲ u + ŋ e	[?]
454	Jirel	Few	tikpidʑik	tikpidʑik	t i.k + p i + dʑ i.k	small _/bi _/?	931 932 933	280	t i.k + p i + dʑ i.k	[?]
713	Kagate	Few	t̪ibi	t̪ibi	t̪ i + b i	small _/bi	931 932	280	t̪ i - + b i	[?]
973	Lowa	Few	ɲuŋwa	ɲuŋwa	ɲ u.ŋ + w a	few/ny _:wa-suffix	929 934	279	ɲ u.ŋ + w a	[?]
1221	Nubri	Few	alajili	alajili	a + l a + j i + l i	_:a-suffix la ji li	935 936 937 938	285	a + l a + j i + l i	[?]
1473	Sherpa	Few	tsedzi	tsedzi	ts e + dz i	small/tse _/dzi	939 933	280	ts e + dz i -	[?]
1716	Tsum	Few	ɲyma	ɲyma	ɲ y + m a	few/ny _:ma-suffix/ma	929 11	279	ɲ y - + m a	[?]
1981	Yolmo	Few	sipi	sipi	s i + p i	small/si _few	933 932	12	s i - + p i	[?]
1982	Yolmo	Few	ɲemu	ɲemu	ɲ e + m u	few/ny _:mu-suffix	929 966	279	ɲ e - + m u	[?]
102102	S_Old_Tibetan	Few	rkun	rkun	r k u n			100000		From Sagart et al.
197	Gyalsumdo	Many	maŋbu	maŋbu	m a.ŋ + b u	many _:bu-suffix	1651 107	477	m a.ŋ + b u	[x]
455	Jirel	Many	kalbe	kalbe	k a.l + b e	many/kal many/be	1653 93	478	k a l + b e	[x]
714	Kagate	Many	maŋbu	maŋbu	m a.ŋ + b u	many _:bu-suffix	1651 107	477	m a.ŋ + b u	[x]
974	Lowa	Many	maŋa	maŋa	m a.ŋ + !Ø/ŋ a	many _:ŋa-suffix	1651 1654	477	m a.ŋ + ↓Ø/ŋ a	[x]
1222	Nubri	Many	aŋsaŋ	aŋsaŋ	a.ŋ + s a.ŋ	many/ang many/sang	1651 1655	477	a.ŋ + s a.ŋ	[x]
1474	Sherpa	Many	ala	ala	a + l a	:a-prefix many	489 1657	482	a + l a	[x]
1717	Tsum	Many	kaʑin	kaʑin	k a + ʑ i.n	many/ka many/zing	1653 1655	479	k a + ʑ i.n	[x]
1983	Yolmo	Many	maŋbu	maŋbu	m a.ŋ + b u	many _:bu-suffix	1651 107	477	m a ŋ + b u	[x]
104185	S_Old_Tibetan	Many	maŋ-	maŋ-	m a ŋ			477	m a ŋ - ( - - - - )	From Sagart et al.
104193	S_Old_Chinese	Many	tlˤaj	tlˤaj	t lˤ a j			101669	t lˤ - a j -	From Sagart et al.
198	Gyalsumdo	All	t̪aɡɹaŋ	t̪aɡɹaŋ	t̪ a.g + ɹ a.ŋ	all/tag _all/rang	22 16	154	t̪ a.g + ɹ a.ŋ	[x]
456	Jirel	All	ŋɡaŋe	ŋɡaŋe	ⁿg a + ŋ e	all/nga _all/nge	17 18	8	ⁿg a + ŋ e	[x]
715	Kagate	All	t̪ʰamdzer	t̪ʰamdzer	t̪ʰ a.m + dz e.r	whole/tam all/dzer	91 19	150	t̪ʰ a.m + dz e.r	[x]
975	Lowa	All	kiɾi	kiɾi	k i + ɾ i	whole/kei whole/ri	95 3651	149	k i + ɾ i	[x]
1223	Nubri	All	tɕjapt̪a	tɕjapt̪a	tɕ.j a.p + t̪ a	all/tsjop _that	21 3647	10	tɕ.j a.p + t̪ a	[x]
1475	Sherpa	All	jukəj	jukəj	j u + k əi	whole/ju whole/kei	3653 95	148	j u + k əi	[x]
1718	Tsum	All	tɕjop	tɕjop	tɕ.j o.p	all/tsjop	21	10	tɕ.j o.p	[x]
1984	Yolmo	All	ndzamaɹaŋ	ndzamaɹaŋ	ⁿdz a + m a + ɹ a.ŋ	all/ndza _all/ma _all/rang	90 23 16	7	ⁿdz a + m a + ɹ a.ŋ	[x]
100063	S_Old_Chinese	All	brom	brom	b r o m			101186		From Sagart et al.
100078	S_Old_Tibetan	All	tʰams.tɕad	tʰams.tɕad	tʰ a m s tɕ a d			103682		From Sagart et al.
100080	S_Old_Chinese	All	gˤrəm	gˤrəm	gˤ r ə m			103684		From Sagart et al.
100082	S_Old_Tibetan	All	kun	kun	k u n			103899		From Sagart et al.
200	Gyalsumdo	To bite	ale	ale	a + l e	_:a-suffix chew/le	2861 2905	851	a + l e	[x]
201	Gyalsumdo	To bite	soɡjapb	soɡjapb	s o + g.j a.!pb/p	bite/so bite/gjap	2866 2864	849	s o + g.j a.!pb/p	[x]
460	Jirel	To bite	muɹtɕja	muɹtɕja	m u.ɹ + tɕ.j a	bite/mur bite/gjap	2863 2864	848	m u.ɹ + tɕ.j a	[x]
461	Jirel	To bite	muɹab	muɹab	m u.!Ø/ɹ + ɹ a.b	bite/mur bite/rab	2863 2872	848	m u.!Ø/ɹ + ɹ a.b	[x]
717	Kagate	To bite	murtse	murtse	m u.r + !ts/dz e	bite/mur _:vb-suffix/dze	2863 13	848	m u.r + ts e	[x]
977	Lowa	To bite	soɡjapje	soɡjapje	s o + g.j a.p + j e	bite/so bite/gjap _:je-suffix	2866 2864 2910	849	s o + g.j a.p + j e	[x]
978	Lowa	To bite	mukje	mukje	m u.g + j e	bite/mur  _:je-suffix	2863 2910	848	m u.g + j e	[x]
1225	Nubri	To bite	soɡjap	soɡjap	s o + g.j a.p	bite/so bite/gjap	2866 2864	849	s o + g.j a.p	[x]
1477	Sherpa	To bite	sət̪əbu	sət̪əbu	s ə + t̪ ə + b u	bite/so _to _:bu-suffix	2866 2868 2869	850	s ə + t̪ ə + b u	[x]
1721	Tsum	To bite	sat̪ob	sat̪ob	s a + t̪ o.b	eat/sa _to	94 2870	850	s a + t̪ o.b	[x]
1986	Yolmo	To bite	muɹd̪uŋ	muɹd̪uŋ	m u.ɹ + d̪ u.ŋ	bite/mur bite/dung	2863 2871	848	m u.ɹ + d̪ u.ŋ	[x]
100492	S_Old_Tibetan	To bite	zaˌ bzas	zaˌ bzas	b z a s			102437	- b z a s	From Sagart et al.
100514	S_Old_Chinese	To bite	det←s	det←s	d e t s			103617	d e t - s	From Sagart et al.
100515	S_Old_Tibetan	To bite	rmug	rmug	r m u g			104046	r m u g	From Sagart et al.
202	Gyalsumdo	To be hungry	t̪oɡɛ	t̪oɡɛ	t̪ o + g ɛ	hungry/to _:suffix/ge	2809 2810	830	t̪ o + g ɛ	[x]
462	Jirel	To be hungry	t̪oaba	t̪oaba	t̪ oa + b a	hungry/to _:ba-suffix	2809 8	830	t̪ oa + b a	[x]
463	Jirel	To be hungry	t̪oabalabat̪e	t̪oabalabat̪e	t̪ oa + b a + l a + b a + t̪ e	hungry/to _:ba-suffix _hungry/la _:ba-suffix _:te-suffix/te	2809 8 2816 8 9	830	t̪ oa + b a + l a + b a + t̪ e	[x]
718	Kagate	To be hungry	d̪opat̪odze	d̪opat̪odze	d̪ o + p a + t̪ o + dz e	hungry/to _:ba-suffix _hungry/to2 _:vb-suffix/dze	2809 8 97 13	830	d̪ o + p a + t̪ o + dz e	[x]
979	Lowa	To be hungry	nd̪okje	nd̪okje	ⁿd o + k.j e	hungry/to _hungry/kje	2809 2810	830	ⁿd o + k.j e	[x]
1226	Nubri	To be hungry	topat̪ɔ	topat̪ɔ	t o + p a + t̪ ɔ	hungry/to _:pa-suffix/pa _hungry/to2	2809 8 97	830	t o + p a + t̪ ɔ	[x]
1478	Sherpa	To be hungry	hləwalaŋgu	hləwalaŋgu	h.l ə + w a + l a.ŋ + g u	hungry/to _:wa-suffix _hungry/lang _hungry/gu	2809 2815 2816 2810	833	h l ə + w a + l a ŋ + g u	[x]
1722	Tsum	To be hungry	t̪oso	t̪oso	t̪ o + s o	hungry/to _:verbal-suffix/so	2809 2813	830	t̪ o + s o	[x]
1987	Yolmo	To be hungry	tepat̪od̪e	tepat̪od̪e	t e + p a + t̪ o + d̪ e	hungry/to _:ba-suffix _hungry/to2 _to	2809 8 97 2812	830	t e + p a + t̪ o + d̪ e	[x]
204	Gyalsumdo	To be thirsty	kʰakomkɛ	kʰakomkɛ	kʰ a + k o.m + k ɛ	mouth thirsty _:ke-suffix/ke	1821 2839 2840	155	kʰ a + k o m + k ɛ	[x]
466	Jirel	To be thirsty	komba	komba	k o.m + b a	thirsty _:ba-suffix/ba	2839 8	839	k o n/m + b a	[x]
720	Kagate	To be thirsty	kondze	kondze	k o.!n/m + dz e	thirsty _:vb-suffix/dze	2839 13	839	k o n/n + dz e	[x]
981	Lowa	To be thirsty	komje	komje	k o.m + j e	thirsty _:vb-suffix/je	2839 2843	839	k o.m + j e	[x]
1228	Nubri	To be thirsty	kʰakom	kʰakom	kʰ a + k o.m	mouth thirsty	1821 2839	155	kʰ a + k o.m	[x]
1480	Sherpa	To be thirsty	kombalaŋɡu	kombalaŋɡu	k o.m + b a + l a.ŋ + g u	thirsty _:ba-suffix thirsty/lang thirsty/gu	2839 2841 2844 2840	839	k o.m + b a + l a.ŋ + g u	[x]
1724	Tsum	To be thirsty	kʰakomso	kʰakomso	kʰ a + k o.m + s o	mouth thirsty _:verbal-suffix/so	1821 2839 2813	155	kʰ a + k o.m + s o	[x]
1989	Yolmo	To be thirsty	komzewoŋd̪e	komzewoŋd̪e	k o.m + z e + w o.ŋ + d̪ e	thirsty _:suffix thirsty/wong thirsty/de	2839 2842 2845 2846	839	k o m + z e + w o ŋ + d̪ e	[x]
205	Gyalsumdo	To sleep	ɲal	ɲal	ɲ a.l	sleep	3192	978	ɲ a.l	[x]
467	Jirel	To sleep	ɲol	ɲol	ɲ !o/a.l	sleep	3192	978	ɲ o.l	[x]
468	Jirel	To sleep	ɲalat̪e	ɲalat̪e	ɲ a.!Ø/l + l a + t̪ e	sleep _:vrb-suffix/la _:te-suffix/te	3192 9	978	ɲ a.!Ø/l + l a + t̪ e	[x]
721	Kagate	To sleep	ɲaldze	ɲaldze	ɲ a.l + dz e	sleep _:vb-suffix/dze	3192 13	978	ɲ a.l + dz e	[x]
982	Lowa	To sleep	ɲaje	ɲaje	ɲ a + j e	sleep _:je-suffix	3192 2910	978	ɲ a + j e	[x]
1229	Nubri	To sleep	ɲal	ɲal	ɲ a.l	sleep	3192	978	ɲ a.l	[x]
1481	Sherpa	To sleep	ŋiloku	ŋiloku	ŋ i + l o + k u	sleep/ŋi sleep/lo _sleep/ku	96 3195 3196	156	ŋ i + l o + k u	[x]
1725	Tsum	To sleep	ɲol	ɲol	ɲ !o/a.l	sleep	3192	978	ɲ !o/a.l	[x]
1726	Tsum	To sleep	ɲalso	ɲalso	ɲ a.l + s o	sleep _:verbal-suffix/so	3192 2813	978	ɲ a.l + s o	[x]
1990	Yolmo	To sleep	ɲald̪uŋ	ɲald̪uŋ	ɲ a.l + d̪ u.ŋ	sleep sleep/dung	3192 3197	978	ɲ a.l + d̪ u.ŋ	[x]
106293	S_Old_Tibetan	To sleep	gɲid ɲal	gɲid ɲal	g ɲ i d ɲ a l			978	g ɲ i d ɲ a l - - - - -	From Sagart et al.
106303	S_Old_Chinese	To sleep	tsʰimʔ	tsʰimʔ	tsʰ i m ʔ			103667	tsʰ i m ʔ	From Sagart et al.
106304	S_Old_Chinese	To sleep	mit←s	mit←s	m i t s			103668	m i t - s	From Sagart et al.
206	Gyalsumdo	To lie	tʰelaɲal	tʰelaɲal	tʰ e + l a + ɲ a.l	lie/the lie/la sleep	3066 3067 3192	930	tʰ e + l a + ɲ a.l	[x]
