ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	script	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
1545	Lowa			ʟmen‍dok ᴴpema			 lotus flower	मने ्दोक्पमे ा		???	
1548	Lowa			ʟmela ᴴpugin			 burn in fire	मले ा्पकुगीि		???	
1550	Lowa			ʟmela ᴴsʲorkin			 be burnt	मले ा्स्योरकीि		???	
1551	Lowa			ʟmelaŋ			 fire pot, movable earthenware stove used for heating	मले ाङ		???	
1552	Lowa			ʟmo ʟmoraŋ			 herself	मो्मोराङ		???	
1553	Lowa			ʟmok			 mug	मोक		???	
1554	Lowa			ʟmokøda			 angry woman	मोकछो़दा		???	
1555	Lowa			ʟmok‍ʈu			 momo cooker	￼￼￼मोक्टकु		???	
1556	Lowa			ʟmobail			 cellphone	मोबाईल		???	
1557	Lowa			ʟmomok			 momo, dumpling	मोमोक		???	
1558	Lowa			ʟmoraŋ ʟraŋ			 herself	￼￼￼￼मोराङ्राङ		???	
1559	Lowa			ʟmoroŋma			 single woman	मोरोङमा		???	
1562	Lowa			ʟm‍ʲau			 sound made by cat	म्याउ		???	
1564	Lowa			ᴴmak‍tse			 army dress	ॱमाक्चे		???	
1565	Lowa			ᴴmak‍tsʲy ᴴʈʰap‍kin			 exercise	￼￼￼ॱमाक्च्यी्ठाप्कीि		???	
1567	Lowa			ᴴmaŋga			agar	ॱमाङगा		???	
1568	Lowa	BABY	1289	ᴴmaŋʲak			 infant, baby	ॱमाङयाक	1289	BABY	4
1569	Lowa			ᴴmatʰak‍tʰak			 shimmery	ॱमाथाक्थाक		???	
1570	Lowa			ᴴmadu			 chilli and garlic pickle	ॱमादकु		???	
1571	Lowa	OINTMENT	1926	ᴴmamen			 ointment, liniment, lotion, salve	ॱमामिे	1926	OINTMENT	4
1572	Lowa			ᴴmarkʲaŋ			 cash, ready money	ॱमारक्याङ		???	
1573	Lowa			ᴴmardzuŋ			 grateful, thankful	￼￼￼￼ॱमारजकुङ		???	
1574	Lowa			ᴴmalak‍lak			 in glimmering or flickering flame, dim burning of a lamp, low flame	ॱमालाक्लाक		???	
1576	Lowa			ᴴmasʲi ʟpartu			 till alive	ॱमास्यी्भारतकु		???	
1577	Lowa			ᴴmik ᴴʈʰik‍kin			 stare	ॱमीक्ठीक्कीि		???	
1578	Lowa			ᴴmik ʟʲagin			 stare	ॱमीक्यागीि		???	
1579	Lowa			ᴴmik ʟsʲarkin			 be blind	ॱमीक्श्यारकीि	1653	BLIND	4
1580	Lowa	EYELID	17	ᴴmikki ʟgʲamo			 eyelid	ॱमीक्की्ग्यामो	17	EYELID	4
1581	Lowa	EYEBROW	1173	ᴴmikki ʟsek‍ma			eyebrow	ॱमीक्की्शके ्मा	1173	EYEBROW	2
1582	Lowa	HOLE	1667	ᴴmik‍dzaŋ			 hole	ॱमीक्जाङ	1667	HOLE	4
1583	Lowa			ᴴmik‍ʈʰu ᴴtsegin			 do magic trick	ॱमीक्ठकु्चगे ीि		???	
1584	Lowa	SPECTACLES	1898	ᴴmikʲi			 spectacles, eyeglasses, goggles	￼￼￼￼ॱमीक्यी	1898	SPECTACLES	4
1585	Lowa			ᴴmikw‍ a			 aim, goal, objective, purpose, motive	ॱमीक्िा	1162	INTENTION	4
1588	Lowa			ᴴmiʈa			 meter	ॱमीटा		???	
1589	Lowa	BITE	1403	ᴴmuk‍kin			 bite, snap at	ॱमकुक्कीि	1403	BITE	4
1590	Lowa	MOLE	1907	ᴴme			 mole, small spot or mark on the human skin	ॱमे	1907	MOLE	4
1592	Lowa	HOSPITAL	616	ᴴmeŋgaŋ			hospital	ॱमङे गाङ	616	HOSPITAL	2
1594	Lowa	HOSPITAL	616	ᴴmen‍dzikʰaŋ			 hospital	ॱमने ्जीखाङ	616	HOSPITAL	4
1595	Lowa			ᴴmen‍ɖok			 herbs, drugs	ॱमने ्डोक	2542	HERB	4
1596	Lowa	CURSE	8	ᴴmemu			 curse	ॱममे कु	8	CURSE	4
1597	Lowa			ᴴmem‍ba			 scare	ॱममे ्बा		???	
1598	Lowa			ᴴmelam ʟɖup‍kin			 dream come true	￼￼￼ॱमले ाम्डकुप्कीि		???	
1599	Lowa	MOLE	1907	ᴴmewa			mole,smallspot or mark on the human skin	ॱमिे ा	1907	MOLE	4
1600	Lowa			ᴴmodaŋ			onthang	ॱमोदाङ		???	
1601	Lowa			ʟʲak‍ka ʟgʲap‍kin			 of	याक्का्ग्याप्कीि		???	
1602	Lowa	OR	1014	ʟʲaŋ ʟmen‍na			 or, nor, otherwise	याङ्मने ्िा	1014	OR	4
1603	Lowa			ʟʲaŋga			 spare, superfluous	याङगा		???	
1605	Lowa			ʟʲa‍tok			 upper	या्तोक		???	
1606	Lowa			ʟʲatok			storeyed	यातोक		???	
1607	Lowa			ʟʲap‍ʈuk			 robber, bandit, robbery, burglary	￼￼￼￼याप्टकुक	2073	ROB (VERB)	4
1608	Lowa	SHY	487	ʟʲaraː			 bashful, shamefaced, shy	याराः	487	SHY	4
1610	Lowa			ʟʲawa			 extra man	यािा		???	
1611	Lowa			ʟʲik‍su			 letter of alphabet, character of a writing system	यीक्सकु		???	
1612	Lowa			ʟʲy			 showing anger when working	यी		???	
1613	Lowa	BOAST	101	ʟʲy ᴴtsoŋgin			 boast	यी्चोङगीि	101	BOAST	4
1614	Lowa			ʟʲuma			 weeds	यकुमा		???	
1615	Lowa	HANDLE	1254	ʟʲuwa			 handle, hilt of a sword, haft, shaft	यकुिा	1254	HANDLE	4
1617	Lowa			ʟʲokʲin ʟʲok‍kin			 of	योक्यीि्योक्कीि		???	
1618	Lowa			ʟʲop			 stirrup	योप		???	
1619	Lowa			ʟʲø goŋ goŋ			 ball of roasted wheat	यछो़्गोङ्गोङ		???	
1620	Lowa	WHEAT	1077	ʟʲø ʟʈoi			 wheat	यछो़्ढोई	1077	WHEAT	4
1621	Lowa			ʟʲødzaŋ			place to fry wheat	यछो़जाङ		???	
1622	Lowa			ʟʲøn‍dza			 water offered to god in the morning	यछो़न्जा		???	
1623	Lowa			ʟʲøn‍den			knowledge, understanding, wisdom	यछो़न्दिे		???	
1624	Lowa			ʟʲøma			person who fries wheat	यछो़मा		???	
1626	Lowa	RUST	3064	ᴴʲa			 rust	ॱया	3064	RUST	4
1627	Lowa	YAK	2477	ᴴʲak			 yak	ॱयाक	2477	YAK	4
1628	Lowa	SHEPHERD	2544	ᴴʲak‍tsi			 shepherd	ॱयाक्ची	2544	SHEPHERD	4
1630	Lowa			ᴴʲaŋgok			 billy goat	ॱयाङगोक		???	
1631	Lowa			ᴴʲaŋdzʲuŋ			s name	ॱयाङज्यकुङ		???	
1632	Lowa	FLOAT	1574	ᴴʲaŋʲaŋ			 float	ॱयाङयाङ	1574	FLOAT	4
1634	Lowa	SUMMER	1342	ᴴʲarka			 summer	ॱयारका	1342	SUMMER	4
1635	Lowa			ᴴʲara			ustang	ॱयारा		???	
1636	Lowa			ᴴʲu			 valuable green stone	ॱयकु		???	
1638	Lowa			ᴴʲuʈin			s name	ॱयकुटीि		???	
1639	Lowa			ᴴʲeʲyn			 right and left, around, roundabout, on all sides	ॱयेयीि		???	
1640	Lowa	USE (VERB)	2072	ᴴʲok‍pu ᴴkugin			 utilise, use	ॱयोक्पकु्ककुगीि	2072	USE (VERB)	4
1641	Lowa			ᴴʲogin			make porridge	ॱयोगीि		???	
1643	Lowa	FLOUR	1594	ᴴʲødzin			 flour	ॱयछो़जीि	1594	FLOUR	4
1646	Lowa			ʟrak			 brass	राक		???	
1649	Lowa	GREEDY	2018	ʟrak‍rak ᴴtsʲʰe			 greedy, egotistic	राक्राक्के	2018	GREEDY	4
1650	Lowa			ʟragok‍pa			 garlic found high altitudes	रागोक्पा		???	
1651	Lowa			ʟraŋ ʟraŋ			 sound made by a bee	राङ्राङ		???	
1652	Lowa			ʟraŋgaʟsala			 stadium	￼￼￼￼राङगाशाला		???	
1653	Lowa	OWN	684	ʟraŋgi			 own, individual, private	राङगी	684	OWN	4
1654	Lowa			ʟraŋgu ᴴtʰøn‍da			reliant	राङगकु्थछो़न्दा		???	
1655	Lowa			ʟraŋdzaŋ			 honeycomb, ring of a cap	राङजाङ		???	
1656	Lowa	FOLD	1470	ʟraŋdy			fold, of one track	राङदी	1470	FOLD	4
1658	Lowa			ʟradzaŋ			 place to put goats	राजाङ		???	
1659	Lowa			ʟrap‍‍ʲi			 lintel	राप्यी		???	
1660	Lowa			ʟrabu			 rubber	राबकु		???	
1661	Lowa	GOAT	1502	ʟrama			goat	रामा	1502	GOAT	2
1662	Lowa			ʟrala ʟrili			 round lumps	राला्रीली		???	
1663	Lowa			ʟrala ʟroli			 scattered	राला्रोली		???	
1664	Lowa			ʟrawaŋ			 liberty, freedom	रािाङ		???	
1666	Lowa			ʟrasʲa			 mutton	रास्या		???	
1668	Lowa			ʟri ᴴtsok ᴴtsok			 mountain with a sharp summit	री्चोक्चोक		???	
1669	Lowa			ʟrik			 caste	रीक		???	
1670	Lowa	SLOW	701	ʟrik‍pa ᴴkʲowa			 slow, retarded	रीक्पा्क्योिा	701	SLOW	4
1671	Lowa	MAD	1899	ʟrik‍pa ʟmiʟsiŋgin			 crazy, mad	रीक्पा्मीशीङगीि	1899	MAD	4
1672	Lowa	WILD ANIMAL	958	ʟritak			 wild animal	रीताक	958	WILD ANIMAL	4
1674	Lowa			ʟruk ‍ʟtsʝigin			collect	रूक््झ्यीगीि	7	GATHER	4
1677	Lowa	GATHER	7	ʟrup‍kin			 collect, gather	रूप्कीि	7	GATHER	4
1678	Lowa			ʟre ʟre			 each	रे्रे		???	
1679	Lowa			ʟredzin			ama who is allowed to marry	रेजीि		???	
1680	Lowa			ʟrep‍dzu			 design on woollen material	रेप्जकु		???	
1681	Lowa	CARCASS	1770	ʟroː			 carcass	रोः	1770	CARCASS	4
1682	Lowa			ʟrok‍ma			 coarse matting	रोक्मा		???	
1683	Lowa			ʟrok‍lam			 operation, assistance, joint operation	रोक्लाम		???	
1684	Lowa			ʟroŋ			 southern	रोङ		???	
1686	Lowa			ʟroŋkek			epali language	रोङके क		???	
1689	Lowa			ʟrøluŋ			 night blindness	रछो़लकुङ		???	
1691	Lowa			ᴴrak‍pa			legged partridge	ॱराकप् ा		???	
1692	Lowa			ᴴrada ᴴridi			 not fully dried, almost dry	ॱरादा्ॱरीदी		???	
1693	Lowa			ᴴradik			 hairpin	ॱरादीक		???	
1694	Lowa			ᴴrap			 bridle	ॱराप		???	
1696	Lowa			ᴴrik‍tsʲuma			 ring finger	ॱरीकच् ्यकुमा		???	
1698	Lowa			ᴴriŋ ᴴtum‍gin			 cover with cloud	ॱरीङ्तकुम्गीि		???	
1699	Lowa	THREAD	1161	ᴴriŋga			 thread	ॱरीङगा	1161	THREAD	4
1700	Lowa	HAY	342	ᴴriŋbu			 hay	ॱरीङबकु	342	HAY	4
1701	Lowa			ᴴruk‍ta			 anger shown to objects	ॱरूक्ता		???	
1702	Lowa			ᴴrugin			 level the soil in a field	ॱरूगीि		???	
1703	Lowa			ᴴruŋkʰaŋ			s room	ॱरूङखाङ		???	
1704	Lowa			ᴴruŋdi			 spelled thread	￼￼￼ॱरूङदी		???	
1705	Lowa			ᴴruŋma			s guard	ॱरूङमा		???	
1706	Lowa			ᴴrep‍ka			 type of firewood	ॱरेप्का		???	
1707	Lowa	MUTE	1666	ᴴrep‍kera			 mute	ॱरेप्के रा	1666	MUTE	4
1708	Lowa	LAZY	1564	ᴴrep‍tsʲʰe			 lazy	ॱरेप्के	1564	LAZY	4
1709	Lowa			ᴴrema			 pea plant	ॱरेमा		???	
1711	Lowa			ᴴro ᴴra ᴴryik			 early evening	￼￼￼￼ॱरो्ॱरा्ॱरीइक	1629	EVENING	4
1712	Lowa			ᴴrok‍luŋ			 depression	ॱरोक्लकुङ		???	
1714	Lowa			ᴴromu			s wife	ॱरोमकु		???	
1715	Lowa			ᴴroruk‍kin			getdark,becomeevening	ॱरोरूक्कीि		???	
1716	Lowa			ʟla			 ascent, uphill, upward slope	ला		???	
1717	Lowa			ʟla ʟgʲap			 other side of mountain	ला्ग्याप		???	
1718	Lowa			ʟlak‍tsi			art, handicraft	लाक्ची		???	
1719	Lowa			ʟlak‍tsʲak‍pa			 one without arms	लाक्च्याक्पा		???	
1720	Lowa			ʟlak‍tsʲek			maimed, having lost a limb, person who has a short hand	लाक्च्येक		???	
1722	Lowa			ʟlak‍tu ʟsiŋgin			 keep under own authority	लाक्तकु्शीङगीि		???	
1723	Lowa			ʟlak‍pa ʟse			 a good shot	लाक्पा्शे		???	
1725	Lowa			ʟlakʲy ʟtsʝigin			 speak in sign language	लाक्यी्झ्यीगीि		???	
1727	Lowa			ʟlak‍sʲi			 art, skill, trick	लाक्स्यी	1902	BETRAY	4
1729	Lowa			ʟlaga ᴴtem‍gin			 hand caught between two objects	लागा्तमे ्गीि		???	
1730	Lowa			ʟlaŋ ᴴmitʰuk‍kin			 unable to stand	लाङ्ॱमीथकुक्कीि		???	
1731	Lowa			ʟlaŋgak ʟtsʝegin			 forget the way	लाङगाक्झ्येगीि		???	
1735	Lowa			ʟladzuŋ			 gone	लाजकुङ		???	
1737	Lowa			ʟlap ʟɖik‍kin			 settle a dispute	लाप्डीक्कीि		???	
1738	Lowa			ʟlap ᴴtaŋdaŋ			 way of delivering a talk	￼￼￼लाप्ताङदाङ		???	
1739	Lowa			ʟlap ʟmaŋa			 talkative, prattler, boaster	लाप्माङा		???	
1740	Lowa			ʟlap ʟʲaŋga			 unwanted talk	लाप्याङगा		???	
1741	Lowa			ʟlap‍tse			 pile of stones at the top of a hill to indicate the summit	लाप्चे		???	
1742	Lowa			ʟlap‍teba			 talkative	लाप्तबे ा		???	
1743	Lowa			ʟlam dzogin			 forget the path	लाम्जोगीि		???	
1744	Lowa			ʟlam ʟsara ʟsiri			 of early morning, having insufficient light	लाम्शारा्शीरी		???	
1745	Lowa			ʟlamek			 of early morning, having insufficient light	लामके		???	
1748	Lowa			ʟlahu			 white substance extracted from heated curd	लाहकु		???	
1749	Lowa			ʟliŋliŋla			 floats	लीङलीङला		???	
1750	Lowa			ʟliŋsʲaŋ			 garland for a horse	लीङस्याङ		???	
1751	Lowa	LEMON	3091	ʟlim‍bu			 lemon	लीम्बकु	3091	LEMON	4
1752	Lowa			ʟly ᴴtsʰuk‍kin			 make a mistake	ली्छकुक्कीि		???	
1753	Lowa			ʟly ʟɖegin			 have physical relation	ली्डेगीि		???	
1754	Lowa			ʟly ʟlyk			 completely full, filled with	ली्लीक		???	
1756	Lowa			ʟlyguŋ			 pile of manure	लीगकुङ		???	
1759	Lowa			ʟluksʲa			 mutton	लकुकस्या		???	
1760	Lowa	SHEPHERD	2544	ʟluk‍tsi			 shepherd	लकुक्ची	2544	SHEPHERD	4
1761	Lowa			ʟluktsʲu			 pickle of radish and chilli	लकुकच्यकु		???	
1762	Lowa	LAMB	820	ʟluk‍ʈuk			 lamb	लकुक्टकुक	820	LAMB	4
1763	Lowa			ʟluk‍su			 tradition	लकुक्सकु		???	
1764	Lowa			ʟlum‍bini			umbini	लकुम्बीिी		???	
1765	Lowa			ʟle ʟnʲuŋa			 less	ल्े ङयकुङा		???	
1766	Lowa	MORE	1992	ʟle ʟmaŋa			 more, greater	￼￼￼ल्े माङा	1992	MORE	4
1767	Lowa			ʟle ʟmaʟtak‍kin			fated, unfortunate, unlucky, wretched, miserable	ल्े माधाक्कीि		???	
1768	Lowa			ʟle ʟriŋa			 longer	ल्े रीङा		???	
1769	Lowa			ʟleu			 sack carried by donkey	लउे		???	
1770	Lowa			ʟlegin			 be left behind	लगे ीि		???	
1771	Lowa			ʟledzu			imitation,copy, transcription, duplicate	लजे कु		???	
1772	Lowa			ʟlen ᴴlok‍kin			 retaliate	लिे ्ॱलोक्कीि		???	
1773	Lowa			ʟlen‍ɖuk			 pistol	लने ्डकुक		???	
1774	Lowa	FLAT	1633	ʟlep‍lep			 flat	लपे ्लपे	1633	FLAT	4
1775	Lowa	LAZY	1564	ʟlemilam			 lazy	लमे ीलाम	1564	LAZY	4
1776	Lowa			ʟlemo			 as an example	लमे ो		???	
1777	Lowa			ʟlela			 omitted, left out	￼￼￼लले ा		???	
1779	Lowa	FLAT	1633	ʟlelek			 flat	लले के	1633	FLAT	4
1780	Lowa			ʟlo ʟriŋa			 perform continuously without hurry	लो्रीङा		???	
1781	Lowa			ʟlo ᴴsosa			 aged	लो्सोसा	2112	OLD (AGED)	4
1782	Lowa			ʟlotø ʟtsʝigin			 suffer the illusion of	लोतछो़्झ्यीगीि		???	
1783	Lowa	ANSWER	1275	ʟløm‍bu			 answer, reply	लछो़म्बकु	1275	ANSWER	4
1785	Lowa			ɬaŋ			 be remembered	ल्हाङ		???	
1786	Lowa			ɬap‍‍ri			 of	ल्हाप्र् ी		???	
1787	Lowa	TASTELESS	1771	ɬab ɬab			 tasteless, insipid, vapid	ल्हाब्ल्हाब	1771	TASTELESS	4
1788	Lowa			ɬaɬoi			 lukewarm	ल्हालह् ोई		???	
1789	Lowa			ɬe			 place to keep sheep	ल्हे		???	
1790	Lowa			ɬen‍ɖup			s name	ल्हने ्डकुप		???	
1791	Lowa			ɬem‍ba			 patch or scrap of cloth	ल्हमे ्बा	3074	FIX	4
1792	Lowa	SOUTH	1595	ɬo			 south	ल्हो	1595	SOUTH	4
1796	Lowa			ɬopɬopʟhuŋgin			 be loose	ल्होप्ल्होप्हङकु गीि	2506	LOOSE	4
1798	Lowa	SCARED	3033	ᴴla ᴴkʲʰarkin			 scared	￼￼￼ॱला्ख्यारकीि	3033	SCARED	4
1799	Lowa			ᴴlap‍ŋi døgin			 eager to teach	￼￼￼￼ॱलाप्ङी्दछो़गीि		???	
1801	Lowa			ᴴlama			ama	ॱलामा		???	
1802	Lowa			ᴴlaru ᴴtsʲuk‍kin			 make thin	ॱलारू्च्यकुक्कीि		???	
1803	Lowa	FLOAT	1574	ᴴliŋi			 float	ॱलीङी	1574	FLOAT	4
1804	Lowa	SONG	1096	ᴴlu			 song	ॱलकु	1096	SONG	4
1805	Lowa			ᴴlu ʟʈik‍kin			 write a song	ॱलकु्ढीक्कीि		???	
1806	Lowa	SING	1261	ᴴlu ʟlen‍gin			 sing	ॱलकु्लने ्गीि	1261	SING	4
1807	Lowa			ᴴluki bu			 field insects	ॱलकुकी्बकु		???	
1808	Lowa			ᴴluk‍tsa			 place to put	ॱलकुक्चा		???	
1809	Lowa			ᴴluk‍taŋ			 way of serving tea	ॱलकुक्ताङ		???	
1811	Lowa	CLIMATE	2426	ᴴluŋtsʲʰu			 climate	ॱलकुङककु	2426	CLIMATE	4
1812	Lowa			ᴴluŋla			 starvation	ॱलकुङला		???	
1813	Lowa			ᴴluma			 female singer	ॱलकुमा		???	
1814	Lowa	AND	1577	ᴴle			 and, as well as	ॱले	1577	AND	4
1815	Lowa			ᴴle ʟriŋa			 longer	ॱल्े रीङा		???	
1816	Lowa			ᴴlep‍kin			s wish, be accomplished	ॱलपे ्कीि		???	
1817	Lowa			ᴴleba ᴴtsʲuŋa			 small brain	ॱलबे ा्च्यकुङा		???	
1818	Lowa			ᴴlo ᴴkʰegin			 have faith	￼￼￼￼ॱलो्खगे ीि		???	
1819	Lowa			ᴴlo ᴴtsʰu ʟtyn			ustang	ॱलो्छकु्धीि		???	
1820	Lowa			ᴴloʟtegin			 satisfy	ॱलो्धगेीि		???	
1821	Lowa			ᴴlokek			owa language	ॱलोके क		???	
1822	Lowa			ᴴlokokᴴtsʲʰe			 daring, adventurous	ॱलोकोक्के		???	
1823	Lowa			ᴴlok‍pa			 sheepskin clothing	￼￼￼ॱलोक्पा		???	
1824	Lowa	SCHOOL	673	ᴴlop‍ʈa			school, college	ॱलोपट्ा	673	SCHOOL	4
1826	Lowa	COURAGE	3049	ᴴlop‍‍ʲi			 courage, bravery, boldness, venture, fearlessness, fortitude, valour	ॱलोप्यी	3049	COURAGE	4
1827	Lowa			ᴴloma			 bamboo winnowing tray	ॱलोमा		???	
1828	Lowa			ᴴlomita			 bycycle	ॱलोमीता		???	
1829	Lowa	LUNG	688	ᴴlowa			 lung	ॱलोिा	688	LUNG	4
1830	Lowa			ᴴløn‍ɖik			 smell of dampness	ॱलछो़न्डीक		???	
1831	Lowa			waŋ			 religious fair	िाङ		???	
1833	Lowa			ʟsa ʟŋima			unday	शा्ङीमा		???	
1834	Lowa			ʟsa dawa			onday	शा्दािा		???	
1835	Lowa			ʟsa ᴴpadzaŋ			riday	शा्पाजाङ		???	
1836	Lowa			ʟsa ʟmiŋma			uesday	शा्मीङमा		???	
1837	Lowa			ʟsa ɬak‍pa			ednesday	शा्ल्हाक्पा		???	
1839	Lowa			ʟsak‍pa			 horse colour	शाक्पा		???	
1842	Lowa			ʟsaŋgø			 woollen garment worn at the back	शाङगछो़		???	
1843	Lowa			ʟsaŋa			looking	शाङा		???	
1844	Lowa			ʟsadzok			 ready to	शाजोक		???	
1845	Lowa			ʟsadaŋ			 way of eating	शादाङ		???	
1846	Lowa			ʟsaʟtuk			 food poison	शाधकुक1		???	
1847	Lowa			ʟsama ᴴtsʲuk‍kin			 put food on plate	￼￼￼￼शामा्च्यकुक्कीि		???	
1848	Lowa			ʟsama ᴴtek‍kin			 offer food	शामा्तके ्कीि		???	
1849	Lowa			ʟsama ᴴpok‍kin			 remove food from the heat	शामा्पोक्कीि		???	
1850	Lowa			ʟsama ᴴluk‍kin			 put food on plate	शामा्ॱलकुक्कीि		???	
1851	Lowa			ʟsama ʟsogin			 prepare food	शामा्शोगीि		???	
1852	Lowa			ʟsaʲemugu			 edible oil	शायेमकुगकु		???	
1853	Lowa			ʟsaʟsiŋi			unpressed	शाशीङी		???	
1854	Lowa			ʟsi			 type of valuable stone string	शी		???	
1855	Lowa	LEOPARD	1139	ʟsik			 leopard	शीक	1139	LEOPARD	4
1856	Lowa			ʟsik‍ʈuk			 leopard cub	शीक्टकुक		???	
1857	Lowa			ʟsiŋ			 shrink with fear	शीङ		???	
1858	Lowa			ʟsiŋgʲa			 coloured	शीङग्या		???	
1859	Lowa	DEW	1977	ʟsibu			 dew	शीबकु	1977	DEW	4
1860	Lowa			ʟsim‍gi			 palace dog	शीम्गी		???	
1861	Lowa			ʟsim‍gu			 halo	शीम्गकु		???	
1862	Lowa			ʟsim‍gu ᴴpuk‍kin			 form a rainbow around the sun	शीम्गकु्पकुक्कीि		???	
1863	Lowa			ʟsiluk			 small piece of wood used instead of a lock on the door	शीलकुक		???	
1864	Lowa			ʟsuk ʟkuk‍kin			 bear pain	शकुक्घकुक्कीि		???	
1866	Lowa			ʟsuk‍dzin ᴴtʰaː			 one who can bear pain	शकुक्जीि्थाः		???	
1867	Lowa			ʟsudzum			 triangle	शकुजकुम		???	
1868	Lowa	MAGIC	392	ʟsum‍ɖu			 magic, sorcery	शकुम्डकु	392	MAGIC	4
1870	Lowa	THING	738	ʟsuru			 utensil	शकुरू	738	THING	4
1871	Lowa	SEPARATE	1359	ʟsul‍la			 separate, apart	शकुल्ला	1359	SEPARATE	4
1872	Lowa			ʟsul‍la ᴴtʰøn‍gin			apart	शकुल्ला्थछो़न्गीि		???	
1873	Lowa			ʟsen			 red garment worn by buddhist monk	शिे		???	
1874	Lowa			ʟsep ʟsogin			 castrate a horse	शपे ्शोगीि		???	
1877	Lowa	CHISEL	1979	ʟsoŋ			 chisel	शोङ	1979	CHISEL	4
1878	Lowa			ʟsʲoŋ ʟsʲurkin			 pierce with chisel	शोङ्श्यकुरकीि		???	
1879	Lowa	UGLY	1548	ʟsop‍ta ʟmegin			 ugly, deformed, shapeless	शोप्ता्मगे ीि	1548	UGLY	4
1880	Lowa			ʟsor			 device to make hole	शोर		???	
1881	Lowa			ʟsʲak ᴴʈʰik ᴴʈʰik			 fat floating on the surface	￼￼￼शय् ाक्ठीक्ठीक		???	
1882	Lowa			ʟsʲaka‍ ʟgʲap‍kin			 of	शय् ाक्आ्ग्याप्कीि		???	
1883	Lowa			ʟsʲak‍dza			 place to	शय् ाक्जा		???	
1884	Lowa			ʟsʲak‍dyn			 seventh day	शय् ाक्दीि		???	
1885	Lowa			ʟsʲak‍pu ᴴten‍gʲaŋ			 everyday	शय् ाक्पकु्तने ्गय् ाङ		???	
1886	Lowa	BRANCH	1531	ʟsʲakʲowa			 limb	श्याक्योिा	1531	BRANCH	4
1887	Lowa	BREADTH	2536	ʟsʲaŋ			 width, breadth	श्याङ	2536	BREADTH	4
1888	Lowa	NARROW	1267	ʟsʲaŋ ᴴtsʲuŋa			 narrow, compressed, contracted	श्याङ्च्यकुङा	1267	NARROW	4
1889	Lowa	BLIND	1653	ʟsʲatuŋ			 blind	श्यातकुङ	1653	BLIND	4
1890	Lowa			ʟsʲady ᴴpugin			 donate money	श्यादी्पकुगीि		???	
1891	Lowa	WORSHIP	257	ʟsʲap‍tyn			 worship, homage, deference, esteem	￼￼￼श्यापत् ीि	257	WORSHIP	4
1892	Lowa			ʟsʲap‍tok ᴴpugin			 take care	श्यापत् ोक्पकुगीि		???	
1893	Lowa	DANCE	1879	ʟsʲap‍ru			dance, public dance	श्यापरू्	1879	DANCE	4
1894	Lowa			ʟsʲamu ᴴtili ᴴpukpuk			 cowboy hat	श्यामकु्तीली्पकुकपकुक		???	
1895	Lowa			ʟsʲala ʟgʲap‍kin			 of	श्याला्ग्याप्कीि		???	
1896	Lowa	FOUR	1500	ʟsʲi			 four	श्यी	1500	FOUR	4
1897	Lowa	SLOW	701	ʟsʲi ɬøi			 slow	श्यी्ल्हछो़ई	701	SLOW	4
1898	Lowa			ʟsʲik‍kin			 be damaged	श्यीक्कीि		???	
1899	Lowa			ʟsʲiŋ ᴴlok‍kin			 dig a field	शय् ीङ्ॱलोक्कीि		???	
1900	Lowa	FARMER	979	ʟsʲiŋba			 farmer, peasant, ploughman	शय् ीङबा	979	FARMER	4
1901	Lowa			ʟsʲiŋle			 farmwork	शय् ीङले		???	
1902	Lowa			ʟsʲiŋi			two years before	शय्ीङी		???	
1903	Lowa			ʟsʲidzu			 community	शय् ीजकु		???	
1905	Lowa			ʟsʲiɖum			 wall two bricks wide	शय् ीडकुम		???	
1906	Lowa			ʟsʲip‍tsʲi			 serve as a slave	￼￼￼￼श्यीप्च्यी		???	
1907	Lowa	MELT	2334	ʟsʲyru ᴴtsʲuk‍kin			 melt, dissolve	श्यीरू्च्यकुक्कीि	2334	MELT	4
1909	Lowa			ʟsʲuk‍ʈa			feast, banquet	श्यकुकट्ा		???	
1912	Lowa			ʟsʲuŋgʲu			operative, partnership, joint venture or concern	श्यकुङग्यकु		???	
1913	Lowa			ʟsʲuŋla ᴴtʰegin			 get along with everyone	श्यकुङला्थगे ीि		???	
1914	Lowa			ʟsʲuŋi			 pertaining to all people, concerning the people as a	श्यकुङी		???	
1915	Lowa			ʟsʲe			 fourth day from now	शय् े		???	
1917	Lowa	VOMIT	1278	ʟsʲen‍lok ʟgʲap‍kin			 vomit	श्येन्लोक्ग्याप्कीि	1278	VOMIT	4
1918	Lowa	OTHER	197	ʟsʲemm‍ a			 other, another	श्येम्मा	197	OTHER	4
1920	Lowa			ʟsʲo			 yoghurt	श्यो		???	
1921	Lowa			ʟsʲoktsʲa			 morning tea	श्योकच्या		???	
1922	Lowa			ʟsʲop‍tsi ʟsʲop‍ŋi ʟmala			 expression	श्योप्ची्श्योप्ङी्माला		???	
1923	Lowa			ʟsʲom‍gin			 be dented	श्योम्गीि		???	
1924	Lowa			ʟsʲororor			 sound of stream	श्योरोरोर		???	
1925	Lowa			ʟsʲowa			 petition, solemn entreaty	श्योिा		???	
1928	Lowa	EMPTY	1624	sa ᴴtoŋba			 open place, empty	सा्तोङबा	1624	EMPTY	4
