ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	pos
2175	Tsum			Tsho tśuksum			Tsum; the old name, referring to thirteen settlements (note: '13' is tśuksum in this name, not tśusum, the normal pronunciation for '13')	n.
2176	Tsum			tśhöka			worship done with playing musical instrument	n.
2177	Tsum			Tśhökhang			village, in upper Tsum	n.
2178	Tsum	PERMIT	1003	tshoktsen terpa			permit	v.
2179	Tsum	TOWARDS	2754	tśhola			towards	adv.
2180	Tsum			tśholo			gambling with cowrie shells	n.
2181	Tsum			tśhölö'			how big	adj.
2182	Tsum	LOOK FOR	1468	tśholwa			search	v.
2183	Tsum	SALIVA	1503	tśhoma			saliva	n.
2184	Tsum			tshöme			thread (cotton) burnt for religious purpose	n.
2185	Tsum	LAMP	625	tśhöme			lamp	n.
2186	Tsum	COLOR	1613	tshöndo			colour	n.
2187	Tsum	BUSINESS	2931	tshong			business	n.
2188	Tsum	SHOP	746	tshongkhang			shop	n.
2189	Tsum			tshongro			shareholder	n.
2190	Tsum	ATTACK	722	tśhongwa			attack	v.
2191	Tsum	RUN	1519	tśhongwa			run	v.
2192	Tsum	EAT	1336	tśhopa			eat	v.
2193	Tsum			tśhöpa			religion keeper	n.
2194	Tsum	DIRTY	1230	tshorbo			dirty	adj.
2195	Tsum			tśhorten			chörten, small stupa	n.
2196	Tsum			tśhoṭo			friend, religious	n.
2197	Tsum			tśhötśhang			place to worship, things used in worship	n.
2198	Tsum			tshöwa			cooked, be	v.
2199	Tsum	GRAZE	3058	tśhowa			graze	v.
2200	Tsum			tśhowa			worship (hon.)	n.
2201	Tsum	WORSHIP	257	tśhowa tshuwa			worship	v.
2202	Tsum			tshu			go wrong	v.
2203	Tsum	WATER	948	tśhu			water	n.
2204	Tsum	FLOW	2003	tśhu kya ḍowa			flow	v.
2205	Tsum			tśhu tśukpa			pour into	v.
2206	Tsum			tśhudza			watermill	n.
2207	Tsum			tshudzang			big copper vessel for water	n.
2208	Tsum			tśhudzang			place where	n.
2209	Tsum	LIP	478	tśhudzo			lip	n.
2210	Tsum			tśhudzong			pot to fetch water from tap	n.
2211	Tsum			tśhui tha			sand bank	n.
2212	Tsum	HITHER (HERE TO)	2925	tshula			hither	adv.
2213	Tsum			tśhulam			irrigation ditch	n.
2214	Tsum			Tśhule			village, in upper Tsum	n.
2215	Tsum			tśhunde'			scum	n.
2216	Tsum	WIFE	1199	tśhungma			wife	n.
2217	Tsum			tshup			mustard	n.
2218	Tsum			tshup			part (in hair)	n.
2219	Tsum	WATERFALL	943	tśhupyang			waterfall	n.
2220	Tsum			tśhurku			water coming after whey is filtered	n.
2221	Tsum	SMALL	1246	tśhürma			small	adj.
2222	Tsum			tśhurwe			dried cheese, churpi	n.
2223	Tsum			tśhuta			watermill	n.
2224	Tsum	HITHER (HERE TO)	2925	tshutshola			hither	adv.
2225	Tsum	GUESS	1932	tshutsö			guess	n.
2226	Tsum	PEAK	2205	tśhutso			peak	n.
2227	Tsum			tśhutsö			guess; rough estimation	n.
2228	Tsum			tshuwa			trapped inside a house	v.
2229	Tsum			tsi			astrology	n.
2230	Tsum	WHAT	1236	tśi			what	pron.
2231	Tsum	JOINT	999	tsi'			joint	n.
2232	Tsum			tsidang			actually	adv.
2233	Tsum	WHY	1270	tśidźeri			why	adv.
2234	Tsum	WORD	1599	tsik			word	n.
2235	Tsum	ONE	1493	tśik			one	num.
2236	Tsum	ALONE	1964	tśikḍa'			alone	adj.
2237	Tsum			tśikitśik			one another	pron.
2238	Tsum	ALREADY	2576	tsiknai			already	adv.
2239	Tsum			tsikpa			wall of compound of house	n.
2240	Tsum	BIG	1202	tśikpo			big	adj.
2241	Tsum	THIS	1214	tsikpogya			these	NA
2242	Tsum			tśiktśila			in a direction	adv.
2243	Tsum			tśilap			offering from deity	n.
2244	Tsum			tsilbu			basket (made from bamboo)	n.
2245	Tsum	RIB	801	tsima'			rib	n.
2246	Tsum	HOW MUCH	531	tsime			much	adj.
2247	Tsum	VERY	1311	tśime'			very	adv.
2248	Tsum	URINE	1142	tśing			urine	n.
2249	Tsum	PISS	592	tśing tangwa			urinate	v.
2250	Tsum	SUGAR	862	tśini			sugar	n.
2251	Tsum			tsipa			astrologer	n.
2252	Tsum			tsipa			course hair from a yak	n.
2253	Tsum	SWEET	717	tśiril			sweet	n.
2254	Tsum	SQUEEZE	1414	tsirwa			squeeze	v.
2255	Tsum	MASON	877	tsiswa			mason	n.
2256	Tsum			tsitang			calculation	n.
2257	Tsum			tsiwa			agree	v.
2258	Tsum			tsiwa			prestige, respect	n.
2259	Tsum			tsiwa			respect	v.
2260	Tsum			tśiwa			mouse (sign of the zodiac)	n.
2261	Tsum	EXCHANGE	2509	tśiwa gyawa			exchange	v.
2262	Tsum	LIKE	1117	tśo'ṭa			like	adj.
2263	Tsum			tśoba			habit	adj.
2264	Tsum			Tśökhangparo			village, in upper Tsum, combination of two villages	n.
2265	Tsum	WORSHIP	257	tśokpa			worship	v.
2266	Tsum			tśölam			behaviour	n.
2267	Tsum	SUDDENLY	2920	tsom			suddenly	ono.
2268	Tsum	PRISONER	1072	tsompa			prisoner	n.
2269	Tsum	FIFTEEN	1709	tsönga			fifteen	num.
2270	Tsum	LIZARD	632	tśongbre			lizard	n.
2271	Tsum	ONION	2366	tsonggo'			onion	n.
2272	Tsum	SELL	1571	tsongwa			sell	v.
2273	Tsum			tsonkhang			jail	n.
2274	Tsum			tśopa			behaviour	n.
2275	Tsum			tsopba			imprison	v.
2276	Tsum	EIGHTEEN	1713	tśopke'			eighteen	num.
2277	Tsum	FIND	719	tśorwa			find	v.
2278	Tsum	TABLE	1775	tśotse			table	n.
2279	Tsum			tśotśo			first born, eldest	adj.
2280	Tsum			tsowa			boil; cook	v.
2281	Tsum	CURE	499	tśöwa			cure	v.
2282	Tsum			tśöwa			healer, traditional (non-Tibetan)	n.
2283	Tsum			tśöwa			recover (an ill person)	v.
2284	Tsum	TEN	1515	tśu			ten	num.
2285	Tsum	FOURTEEN	2451	tśubźi			fourteen	num.
2286	Tsum			tśukpa			serve (food), pour	v.
2287	Tsum			Tsum			Tsum, upper and lower valleys; an abbreviation of the old name Tsho tśuksum	n.
2288	Tsum			Tsum mepa			Tsum, lower	n.
2289	Tsum			Tsum tepa			Tsum, upper	n.
2290	Tsum			tsumba			Tsum inhabitant	n.
2291	Tsum			Tsumling			village, in lower Tsum	n.
2292	Tsum			Tsumtśe			village in lower Tsum, Tsumchet	n.
2293	Tsum			Tsumtśe ima			Chamar (mountain), between Serang and Sarphu (also: Seranggi ima)	n.
2294	Tsum			tśunga			smaller	adj.
2295	Tsum	TWELVE	1707	tśunyi			twelve	num.
2296	Tsum			tśupa gyurwa			become thick	v.
2297	Tsum	SEVENTEEN	2453	tśuptün			seventeen	num.
2298	Tsum	CIGARETTE	969	tsura			cigarette	n.
2299	Tsum	NINETEEN	1714	tśurku			nineteen	num.
2300	Tsum			tśuru			coral (gem)	n.
2301	Tsum	THIRTEEN	1708	tśusum			thirteen	num.
2302	Tsum	ELEVEN	1706	tśutśik			eleven	num.
2303	Tsum			tśutśik			horse of three years	n.
2304	Tsum	SIXTEEN	2454	tśuṭu'			sixteen	num.
2305	Tsum			tśuwa			tenth	num.
2306	Tsum	POISON	655	tu			poison	n.
2307	Tsum	VAGINA	1836	tu			vagina	n.
2308	Tsum	SIX	1703	ṭu'			six	num.
2309	Tsum	SMOKE (INHALE)	1689	tukpa			smoke	n.
2310	Tsum			ṭukpa			mix well	v.
2311	Tsum	MOVE	765	ṭukpa			move	v.
2312	Tsum			ṭukpa			sixth	num.
2313	Tsum	SIXTY	1718	ṭuktśu			sixty	num.
2314	Tsum			ṭuktśurangi			sixty two	num.
2315	Tsum			ṭuktśurapke			sixty eight	num.
2316	Tsum			ṭuktśuraptün			sixty seven	num.
2317	Tsum			ṭuktśurarku			sixty nine	num.
2318	Tsum			ṭuktśurasum			sixty three	num.
2319	Tsum			ṭuktśuratśik			sixty one	num.
2320	Tsum			ṭuktśurauźi			sixty four	num.
2321	Tsum			ṭuktśurenga			sixty five	num.
2322	Tsum			ṭuktśureṭu'			sixty six	num.
2323	Tsum			ṭulku			tulku, trulku; monk who the reincarnation of a Rinpoche	n.
2324	Tsum			tulma'			dirt, rubbish	n.
2325	Tsum			tulmya			indigestion	n.
2326	Tsum			tulwa			train animal to plough	v.
2327	Tsum			tum			beam to support upper storey of a house	n.
2328	Tsum	WRAP	1113	tumba			wrap	v.
2329	Tsum	PIECE	594	tumbu			piece	n.
2330	Tsum			tünḍö			picnic, party	n.
2331	Tsum	GRIND	1033	tungwa			grind	v.
2332	Tsum			tungwa, tungba			beat, break	v.
2333	Tsum			tünke			season name: harvest time for wheat, September-November	n.
2334	Tsum	CROPS	3081	tünto			crops	n.
2335	Tsum	FESTIVAL	131	tüntśen			festival	n.
2336	Tsum			turya			poor man	n.
2337	Tsum			tüso			both	num.
2338	Tsum			ṭuṭu'			cartilage	n.
2339	Tsum			tuwa			cut, slice	v.
2340	Tsum	NAVEL	1838	tya			navel	n.
2341	Tsum			tyã			second eldest	adj.
2342	Tsum			ṭyã			smell, scent	n.
2343	Tsum	SMELL	2124	ṭyã numba			smell	v.
2344	Tsum	SMELL	2124	ṭyã simbo			smell	v.
2345	Tsum			ṭyã śimbo			fragrance	n.
2346	Tsum			u			head (hon.)	n.
2347	Tsum	KISS	578	udźarwa			kiss	v.
2348	Tsum	OWL	735	ukpa			owl	n.
2349	Tsum			undzö'			that much	adj.
2350	Tsum			unggu			small oil lamp	n.
2351	Tsum			uni			from there	adv.
2352	Tsum	THERE	1937	unu			there	adv.
2353	Tsum			urto			sling (for stones)	n.
2354	Tsum	STORM	858	urtong			storm	n.
2355	Tsum	STORM	858	urwa			storm	n.
2356	Tsum	CAP	1288	uśa			cap	n.
2357	Tsum			Uśi			Tsum, lower; inhabitant of lower Tsum (alternative pronunciation of Uśü)	n.
2358	Tsum			Uśü			Tsum, lower; inhabitant of lower Tsum (also pronounced as Uśi; (old name: Tsho kye'))	n.
2359	Tsum			utu			sigh	n.
2360	Tsum	WEAK	1601	utukpo			weak	adj.
2361	Tsum			wa			is, be (copular verb)	v.
2362	Tsum	WOLF	522	wa			wolf	n.
2363	Tsum	MILK	635	wã			milk	n.
2364	Tsum			wa'			ground floor, low, below	n.
2365	Tsum			wakpa			uproot, pluck (hair), pluck the downs off ; strip of clothes	v.
2366	Tsum			wal			below; down	adv.
2367	Tsum			wamo			wolf, female	n.
2368	Tsum			wang			interest, preference	n.
2369	Tsum	LIGHT (WEIGHT)	1052	wangbo			light	adj.
2370	Tsum			wangla'			herb (Nepali panchunle)	n.
2371	Tsum			wesung			Buddhist age, first	n.
2372	Tsum	DEAF	996	wönpa			deaf	adj.
2373	Tsum			ya			patina; green on old copper	n.
2374	Tsum	AGAIN	204	yã			again	adv.
2375	Tsum	YAK	2477	yak, ya'			yak	n.
2376	Tsum	BRANCH	1531	yalka'			branch	n.
2377	Tsum			yambu			Kathmandu	n.
2378	Tsum	GOOD	1035	yamu			good	adj.
2379	Tsum	WELL	954	yamu tśere			well	adv.
2380	Tsum			yanḍomanḍo			coming and going	n.
2381	Tsum	MUSIC	642	yang			music	n.
2382	Tsum	LIGHTER	3092	yanga			lighter	adj.
2383	Tsum			yangdu'			lightly	adv.
2384	Tsum			yangka			star that brings bad fortune	n.
2385	Tsum	AGAIN	204	yanglo'			again	adv.
2386	Tsum	LIGHT (WEIGHT)	1052	yangpo			light	adj.
2387	Tsum	LIGHT (WEIGHT)	1052	yangpo			light	adj.
2388	Tsum			yarka			ghee placed fixed on the top of the head of a bride	n.
2389	Tsum			yarka			rainy season, summer	n.
2390	Tsum			yarke			plan	n.
2391	Tsum			yartsagumbu			caterpillar fungus	n.
2392	Tsum			yaru			yak of two years	n.
2393	Tsum	BORROW	1823	yarwa			borrow	v.
2394	Tsum			Yarwa			Tsum, upper; inhabitant of upper Tsum (old name: Tsho nga)	n.
2395	Tsum			yause			floor where men live (in house)	n.
2396	Tsum	GOOD	1035	yawa			better	adj.
2397	Tsum	ITCH	148	yawa			itch	v.
2398	Tsum	RIGHT	1019	yeba			right	adj.
2399	Tsum			yim			is, be (copular verb)	v.
2400	Tsum			yö			rabbit (fourth sign of the zodiac)	n.
2401	Tsum	SERVANT	255	yokpo			servant	n.
2402	Tsum	SALIVA	1503	yöli'			spit, saliva	n.
2403	Tsum			yolwa			sift	v.
2404	Tsum	LEFT	244	yoma			left	adj.
2405	Tsum			yop			is, be (copular verb)	v.
2406	Tsum	FINE (PENALTY)	218	yopa			fine	adj.
2407	Tsum	COOKED RICE	1191	yopa			rice (cooked)	n.
2408	Tsum			yopto			food and drink	n.
2409	Tsum			yose			ground floor of house, used to keep animals	n.
2410	Tsum			yötśa			utensil (cooking)	n.
2411	Tsum			yu			gem, used in garlands	n.
2412	Tsum	VILLAGE	930	yul			village	n.
2413	Tsum	VILLAGE	930	yuldö			village	n.
2414	Tsum			yulkhor ṭokyam			tourist (variant: yulkhor ṭotśam)	n.
2415	Tsum			yulkhor ṭotśam			tourist (variant: yulkhor ṭokyam)	n.
2416	Tsum			yulmi			villager	n.
2417	Tsum			yulwa			society	n.
2418	Tsum			yulwa			villagers	n.
2419	Tsum			yünma			weeds	n.
2420	Tsum	HIDE	2486	yupa			hide	v.
2421	Tsum	SLIP	1324	yurwa			slip	v.
2422	Tsum			yurwa, irwa			throw away, abandon, leave, throw	v.
2423	Tsum	HANDLE	1254	yuwa			handle	n.
2424	Tsum	HIDE	2486	yuwa			hide	v.
2425	Tsum	KEEP	1477	źakpa			keep	v.
2426	Tsum	OTHER	197	źamen			another	adj.
2427	Tsum			zaru			wooden ladle	n.
2428	Tsum	STAB	1434	źarwa			prick	v.
2429	Tsum			źarwa			shave, scrape	v.
2430	Tsum			źe			three days time, two days after tomorrow	adv.
2431	Tsum			zep			container (for grains) made of bamboo splinter	n.
2432	Tsum	NAIL (TOOL)	502	zer			nail	n.
2433	Tsum			zi			gem, kind	n.
2434	Tsum	FOUR	1500	źi			four	num.
2435	Tsum			źiwa			fourth	num.
2436	Tsum	UDDER	154	źö'			udder	n.
2437	Tsum			źokpa			scrape (wood)	v.
2438	Tsum	YOUNG	1207	źombo			young	n.
2439	Tsum			zowa			cook, make	v.
2440	Tsum	MILK	635	źowa			milk	v.
2441	Tsum	BODY	1480	zu			body	n.
2442	Tsum			źungma(-rang)			true, real	adj.
2443	Tsum	SEIZE	855	zungwa			seize	v.
2444	Tsum			źuwa			melt (trans.)	v.
2445	Tsum			źuwa			sit (hon.)	v.
