ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	script
1409	Lowa	FOREST	420	ʟbanak			 forest, jungle	बािाक
1410	Lowa	CONDUCT	3111	ʟbani			 habit, behaviour, conduct, character, nature	बािी
1411	Lowa	CABBAGE	774	ʟban‍dagobi			 cabbage	बान्दागोबी
1412	Lowa			ʟbap			 rolling stone from a cliff	बाप
1413	Lowa			ʟbabokji			 small hills	बाबोक्यी
1414	Lowa			ʟbar Hkorkin			 encircle with a wall or fence	बार्कोरकीि
1415	Lowa	TIDE	891	ʟbalap			 tide, current of water	बालाप
1416	Lowa	VEHICLE	2549	ʟbas			 coach, vehicle, bus	बास
1417	Lowa			ʟbika			 caste	बीका
1418	Lowa			ʟbil			 receipt	बील
1419	Lowa			ʟbis‍ʈa			 caste	बीस्टा
1420	Lowa	INSECT	620	ʟbu			 insect, worm, germ	बकु
1421	Lowa	INFECTED	548	ʟbu ʟgjap‍kin			 infected	बकु्ग्याप्कीि
1422	Lowa	ANT	587	ʟbu ʟʈoŋjok‍pa			 ant	बकु्ढोङयोक्पा
1423	Lowa			ʟbu Hsonokok‍pa			like insect that lives on wet surfaces	￼￼￼￼बकु्सोिोकोक्पा
1424	Lowa	CORNER	192	ʟbuk			 corner	बकुक
1425	Lowa			ʟbuk‍duŋ			imalayan women	बकुक्दङकु
1426	Lowa			ʟbuk‍la			 in depth, deeper	बकुक्ला
1427	Lowa			ʟbutshaŋ			s home	बकुछाङ
1428	Lowa			ʟbudzu			 dried radish	बकुजकु
1429	Lowa			ʟbum			 one hundred thousand, lakh	बकुम
1430	Lowa			ʟbum‍ɖak			 lakhs	बकुम्डाक
1431	Lowa	TYPE (ON SOMETHING)	3134	ʟbure			 type	बकुरे
1432	Lowa			ʟbe be			 sound made by calf	ब्े बे
1433	Lowa	BANK	1284	ʟbeŋ			 bank	बङे
1434	Lowa			ʟbeʈaŋa			harsh behaviour	￼￼बटेाङा
1435	Lowa	BENCH	2584	ʟben‍ts			 bench	बने ्च
1436	Lowa	VERY	1311	ʟberaŋne			 very, much, too, exceeding	बरे ाङिे
1437	Lowa			ʟbelelek			 sound made by goat	बले ले के
1438	Lowa	BOUNDARY	1010	ʟboɖar			 boundary, frontier, border, limit	बोडार
1439	Lowa	RUMOUR	63	ʟboɖoktsjhe			 rumour, hearsay, noise, outcry, uproar, din, tumult, turmoil, commotion	बोडोकके
1440	Lowa			ʟbolu			 way of speaking	बोलकु
1441	Lowa			ʟbolu dzewa			 polite	￼￼￼बोलकु्जिे ा
1442	Lowa			ʟboloki			 one at the corner	बोलोकी
1443	Lowa			ʟbolobolo			 sound of boiling	बोलोबोलो
1444	Lowa			ʟbøri ʟsjak‍kin			 of	सनलििलbeswelled,beheard बछो़री्श्याक्कीि
1445	Lowa			ʟbøru Htsjuk‍kin			 inflate, swell up, blow up	बछो़रू्च्यकुक्कीि
1446	Lowa	COLOR	1613	ʟpak			 colour	भाक
1447	Lowa			ʟpak‍kaŋ			 second floor	भाक्काङ
1448	Lowa			ʟpak‍kuŋ ʟgjap‍kin			 mediator	भाक्ककुङ्ग्याप्कीि
1449	Lowa			ʟpak‍dzin			 porridge of wheat flour	भाक्जीि
1450	Lowa			ʟpaŋ ʟlok‍kin			 die from haemorraghing while giving birth	भाङ्लोक्कीि
1451	Lowa			ʟpaŋdak			 typeof monkey having black face and a long tail	भाङदाक
1452	Lowa	SURFACE	547	ʟpaŋriŋ			 layer, surface, stratum, pile, heap	भाङरीङ
1453	Lowa			ʟpaɖi			 shearing knife	भाडी
1454	Lowa	ROOT	670	ʟpadak			 root	￼￼￼￼￼￼￼भादाक
1455	Lowa			ʟpadararak			 sound of diarrhoea	भादाराराक
1456	Lowa			ʟpap			 physical torture	भाप
1457	Lowa			ʟpap‍tsak			 khada	भाप्चाक
1458	Lowa	ROT	2907	ʟpam‍gin			 rot, decay, putrefy, decompose	भाम्गीि
1459	Lowa	WORLD	965	ʟpartsen			 earth	￼￼￼भारचिे
1460	Lowa			ʟparaʟpiri			 slightly drunk	भाराभीरी
1461	Lowa			ʟpalak			 ivory bracelet	भालाक
1462	Lowa	CALF	1989	ʟpi			 calf	भी
1463	Lowa			ʟpidzi			 part of a shoe	भीजी
1464	Lowa			ʟpiʈik			s name	भीटीक
1465	Lowa			ʟput‍tsi			minder	भकुच्ची
1466	Lowa			ʟpudok			 white substance that can be used as baking soda	भकुदोक
1467	Lowa	FIREWOOD	10	ʟpujiŋ			 firewood	भकुयीङ
1468	Lowa			ʟpuliŋ			 loan	भकुलीङ
1469	Lowa	CAT	1208	ʟpe			 cat	भे
1470	Lowa	DEBT	1914	ʟpek			 debt, loan	भके
1471	Lowa			ʟpek Hphok‍kin			 charge interest	भके ्फोक्कीि
1472	Lowa			ʟpekøk			 tomcat, male cat	भके छो़क
1473	Lowa			ʟpek‍tsjøk			 useful, suitable, serviceable, worthy, fitting	भके ्च्यछो़क
1474	Lowa			ʟpek‍tsjøk ʟmegin			 useless, worthless	￼￼भके ्च्यछो़क्मगे ीि
1475	Lowa			ʟpegin			, be separated, distinguished	भगे ीि
1476	Lowa	BAT	1793	ʟpen ʟʈokor			 bat	भिे ्ढोकोर
1477	Lowa			ʟpen‍dzi			 tape	भने ्जी
1478	Lowa	MOLE	1907	ʟpep‍ra			 mole, musk rat	भपे ्रा
1479	Lowa			ʟpema Htsegin			 play with a small pebble	भमे ा्चगे ीि
1480	Lowa			ʟpema dudu			sanga	भमे ा्ददकु कु
1481	Lowa	LEAVE	1752	ʟpok‍kin			 leave, give up	भोक्कीि
1482	Lowa			ʟpoŋdaŋ			 rope to tie donkey	भोङदाङ
1483	Lowa			ʟpoŋna			 brass drinking pot	भोङिा
1484	Lowa			ʟpodoŋ			 unlucky	भोदोङ
1485	Lowa	GIRL	1646	ʟpoma			 lass, girl, young woman	भोमा
1486	Lowa			ʟpøkek			ibetan language	भछो़के क
1487	Lowa			ʟpøtsja			 salt tea, ghee tea	भछो़च्या
1488	Lowa			ʟpøtsha			 salt tea	भछो़छा
1489	Lowa			ʟpøba			ibetan	भछो़बा
1490	Lowa			ʟpøjok			 one type of paper	भछो़योक
1491	Lowa			ʟmakm‍ oi			 lukewarm, warmish, tepid	माक्मोई
1492	Lowa	HOW MUCH	531	ʟmaŋbok			 much, many, plentiful	माङबोक
1493	Lowa			ʟmaŋjuŋ			 quantity, extent, magnitude, dimension	माङयकुङ
1494	Lowa			ʟmaŋløk			 result, outcome	माङलछो़क
1495	Lowa	HOW MUCH	531	ʟmaː			 much, many, plenty	माः
1496	Lowa			ʟmaːdak			 nutritious porridge fed to a baby, gruel made of flour	माःदाक
1497	Lowa			ʟmaːmoi			 lukewarm, warmish, tepid	माःमोई
1498	Lowa	RED	156	ʟmau			 red, rosy	माउ
1499	Lowa	COOK (SOMETHING)	1100	ʟmadziŋ			 cook	￼￼माजीङ
1500	Lowa	PURE	1147	ʟmaɖegin			 pure	माडेगीि
1501	Lowa	PLAY	1413	ʟmane			 drama, play	मािे
1502	Lowa	EWE	1345	ʟmamu			 ewe	मामकु
1503	Lowa			ʟmamm‍ a			 daycare centre carer	माम्मा
1504	Lowa			ʟmarak			arpha	माराक
1505	Lowa			ʟmaraŋ			 name of a	माराङ
1506	Lowa			ʟmarap			 greed, covetousness, avarice, lure, temptation	माराप
1507	Lowa	GREEDY	2018	ʟmarap ‍tsjhe			 greedy, covetous, avaricious, gluttonous, rapacious, stingy	￼￼￼￼￼माराप््के
1508	Lowa	DOWN	1326	ʟmala			 down, under, underneath, below, bottom, lowest part	माला
1509	Lowa	MAN	1554	ʟmi			 man, human being	मी
1510	Lowa			ʟmi aŋtsjhe			 gangster	मी्आङके
1511	Lowa			ʟmi Htsjhe			 superior	मी्के
1512	Lowa			ʟmi ʟʈaŋa			 honest man	मी्ढाङा
1513	Lowa			ʟmi ʟnak‍tsjin			 terrorist	मी्िाक्च्यीि
1514	Lowa	GOOD	1035	ʟmi ʟsaŋa			 good, excellent	मी्शाङा
1515	Lowa	THROAT	1346	ʟmik‍pa			 throat, neck	मीक्पा
1516	Lowa			ʟmigjyk			 family line or succession, dynasty, lineage	मीग्यीक
1517	Lowa			ʟmiŋdzjek Hphok‍pa			 dishonoured	मीङज्येक्फोक्पा
1518	Lowa			ʟmiŋmek			 nickname, assumed name, pseudonym	मीङमके
1519	Lowa	CLEAR	989	ʟmiŋiʟtaː			 distinct, clear, conspicuous, lucid	मीङीधाः
1520	Lowa	LIFE	210	ʟmidzi			 life, existence, living, livelihood	मीजी
1521	Lowa			ʟmit‍tetsjhe			 talkative	मीत्तके े
1522	Lowa	PEOPLE	789	ʟmimaŋ			 villager, public, people	मीमाङ
1523	Lowa			ʟmiri ʟgjari			 difference	मीरी्ग्यारी
1524	Lowa	COLOR	1613	ʟmirik			 colour, appearance, complexion, hue	मीरीक
1525	Lowa	LIFE	210	ʟmirok			 life	मीरोक
1526	Lowa	WORKER	2977	ʟmilak			 farm labourers, worker, porter, labourer, helper	￼￼￼￼मीलाक
1527	Lowa			ʟmily			 lifecycle	मीली
1528	Lowa	HIS OR HER	2092	ʟmy			 her	मी
1529	Lowa			ʟmuk‍pa			 weevil	मकुक्पा
1530	Lowa			ʟmumm‍ u ʟturkin			s game	मकुम्मकु्धकुरकीि
1531	Lowa	TOGETHER	2482	ʟmula			 together, in company	मकुला
1532	Lowa	BURN	2102	ʟme bak‍kin			 burn	म्े बाक्कीि
1533	Lowa	BURN	2102	ʟme barkin			 burn	म्े बारकीि
1534	Lowa	WITHOUT	1478	ʟmek‍na			 without, except, in absence of, all but	￼￼￼￼मके ्िा
1535	Lowa			ʟmekjan			 pot to put fire in	मके ्याि
1536	Lowa			ʟmegu			 woodpile near a stove	मगे कु
1537	Lowa	BAD	1292	ʟmedzegin			 bad, defective, evil, ugly, unpleasant, nasty	मजे गे ीि
1538	Lowa	SEPARATE	1359	ʟmeɖa			separate,apart, split, broken, different, diverse, dissimilar, distinct, other	मडे ा
1539	Lowa	SPARK	518	ʟmetaŋ			 spark	मते ाङ
1540	Lowa			ʟmet‍taŋ			 wood of a pine tree when full of resin	मते ्ताङ
1541	Lowa	GUN	1566	ʟmen‍da			 rifle, gun, pistol, musket	मने ्दा
1542	Lowa			ʟmen‍di			 hair color	मने ्दी
1543	Lowa	FLOWER	239	ʟmen‍dok			 flower	मने ्दोक
1544	Lowa			ʟmen‍dok dum‍ɖa			 of	मने ्दोक्दमकु ्डा
1545	Lowa			ʟmen‍dok Hpema			 lotus flower	मने ्दोक्पमे ा
1546	Lowa	FAMILY	194	ʟmemek			family, persons sharing a house	￼￼￼￼ममेके
1547	Lowa	BURN	2102	ʟmela Htshik‍kin			 burn, be burnt	मले ा्छीक्कीि
1548	Lowa			ʟmela Hpugin			 burn in fire	मले ा्पकुगीि
1549	Lowa	BURN	2102	ʟmela Hsjok‍kin			 burn, be burnt	मले ा्स्योक्कीि
1550	Lowa			ʟmela Hsjorkin			 be burnt	मले ा्स्योरकीि
1551	Lowa			ʟmelaŋ			 fire pot, movable earthenware stove used for heating	मले ाङ
1552	Lowa			ʟmo ʟmoraŋ			 herself	मो्मोराङ
1553	Lowa			ʟmok			 mug	मोक
1554	Lowa			ʟmokøda			 angry woman	मोकछो़दा
1555	Lowa			ʟmok‍ʈu			 momo cooker	￼￼￼मोक्टकु
1556	Lowa			ʟmobail			 cellphone	मोबाईल
1557	Lowa			ʟmomok			 momo, dumpling	मोमोक
1558	Lowa			ʟmoraŋ ʟraŋ			 herself	￼￼￼￼मोराङ्राङ
1559	Lowa			ʟmoroŋma			 single woman	मोरोङमा
1560	Lowa	BROAD	2531	ʟmøtsjhili			 broad, vast, numerous, very much	मछो़कीली
1561	Lowa	BROAD	2531	ʟmøda			 broad, vast, numerous, very much	मछो़दा
1562	Lowa			ʟm‍jau			 sound made by cat	म्याउ
1563	Lowa	WAR	935	Hmak			 war, warfare, fight, battle	ॱमाक
1564	Lowa			Hmak‍tse			 army dress	ॱमाक्चे
1565	Lowa			Hmak‍tsjy Hʈhap‍kin			 exercise	￼￼￼ॱमाक्च्यी्ठाप्कीि
1566	Lowa	SOLDIER	1941	Hmak‍mi			 soldier, military, army, troop, regiment	ॱमाक्मी
1567	Lowa			Hmaŋga			agar	ॱमाङगा
1568	Lowa	BABY	1289	Hmaŋjak			 infant, baby	ॱमाङयाक
1569	Lowa			Hmathak‍thak			 shimmery	ॱमाथाक्थाक
1570	Lowa			Hmadu			 chilli and garlic pickle	ॱमादकु
1571	Lowa	OINTMENT	1926	Hmamen			 ointment, liniment, lotion, salve	ॱमामिे
1572	Lowa			Hmarkjaŋ			 cash, ready money	ॱमारक्याङ
1573	Lowa			Hmardzuŋ			 grateful, thankful	￼￼￼￼ॱमारजकुङ
1574	Lowa			Hmalak‍lak			 in glimmering or flickering flame, dim burning of a lamp, low flame	ॱमालाक्लाक
1575	Lowa	ABUSE	1953	Hmawa			 abuse, scolding, mistreatment, rebuke	ॱमािा
1576	Lowa			Hmasji ʟpartu			 till alive	ॱमास्यी्भारतकु
1577	Lowa			Hmik Hʈhik‍kin			 stare	ॱमीक्ठीक्कीि
1578	Lowa			Hmik ʟjagin			 stare	ॱमीक्यागीि
1579	Lowa			Hmik ʟsjarkin			 be blind	ॱमीक्श्यारकीि
1580	Lowa	EYELID	17	Hmikki ʟgjamo			 eyelid	ॱमीक्की्ग्यामो
1581	Lowa	EYEBROW	1173	Hmikki ʟsek‍ma			eyebrow	ॱमीक्की्शके ्मा
1582	Lowa	HOLE	1667	Hmik‍dzaŋ			 hole	ॱमीक्जाङ
1583	Lowa			Hmik‍ʈhu Htsegin			 do magic trick	ॱमीक्ठकु्चगे ीि
1584	Lowa	SPECTACLES	1898	Hmikji			 spectacles, eyeglasses, goggles	￼￼￼￼ॱमीक्यी
1585	Lowa			Hmikw‍ a			 aim, goal, objective, purpose, motive	ॱमीक्िा
1586	Lowa	VERY	1311	Hmitsjiki			 very, much, too, exceeding	ॱमीच्यी्की
1587	Lowa	VERY	1311	Hmitsjiki			 very, much, too, exceeding	ॱमीच्यीकी
1588	Lowa			Hmiʈa			 meter	ॱमीटा
1589	Lowa	BITE	1403	Hmuk‍kin			 bite, snap at	ॱमकुक्कीि
1590	Lowa	MOLE	1907	Hme			 mole, small spot or mark on the human skin	ॱमे
1591	Lowa	DOWN	1326	Hmek			 down, under, underneath, below, bottom	ॱमके
1592	Lowa	HOSPITAL	616	Hmeŋgaŋ			hospital	ॱमङे गाङ
1593	Lowa	WITHOUT	1478	Hmethela			 besides, except, without, extra, separate, separately	ॱमथे ले ा
1594	Lowa	HOSPITAL	616	Hmen‍dzikhaŋ			 hospital	ॱमने ्जीखाङ
1595	Lowa			Hmen‍ɖok			 herbs, drugs	ॱमने ्डोक
1596	Lowa	CURSE	8	Hmemu			 curse	ॱममे कु
1597	Lowa			Hmem‍ba			 scare	ॱममे ्बा
1598	Lowa			Hmelam ʟɖup‍kin			 dream come true	￼￼￼ॱमले ाम्डकुप्कीि
1599	Lowa	MOLE	1907	Hmewa			mole,smallspot or mark on the human skin	ॱमिे ा
1600	Lowa			Hmodaŋ			onthang	ॱमोदाङ
1601	Lowa			ʟjak‍ka ʟgjap‍kin			 of	याक्का्ग्याप्कीि
1602	Lowa	OR	1014	ʟjaŋ ʟmen‍na			 or, nor, otherwise	याङ्मने ्िा
1603	Lowa			ʟjaŋga			 spare, superfluous	याङगा
1604	Lowa	LIGHT (WEIGHT)	1052	ʟjaŋa			 light	याङा
1605	Lowa			ʟja‍tok			 upper	या्तोक
1606	Lowa			ʟjatok			storeyed	यातोक
1607	Lowa			ʟjap‍ʈuk			 robber, bandit, robbery, burglary	￼￼￼￼याप्टकुक
1608	Lowa	SHY	487	ʟjaraː			 bashful, shamefaced, shy	याराः
1609	Lowa	MORE	1992	ʟjaliŋ			 great, greater, more, extra	यालीङ
1610	Lowa			ʟjawa			 extra man	यािा
1611	Lowa			ʟjik‍su			 letter of alphabet, character of a writing system	यीक्सकु
1612	Lowa			ʟjy			 showing anger when working	यी
1613	Lowa	BOAST	101	ʟjy Htsoŋgin			 boast	यी्चोङगीि
1614	Lowa			ʟjuma			 weeds	यकुमा
1615	Lowa	HANDLE	1254	ʟjuwa			 handle, hilt of a sword, haft, shaft	यकुिा
1616	Lowa	SNOW	784	ʟjo ʟjok			 snow	यो्योक
1617	Lowa			ʟjokjin ʟjok‍kin			 of	योक्यीि्योक्कीि
1618	Lowa			ʟjop			 stirrup	योप
1619	Lowa			ʟjø goŋ goŋ			 ball of roasted wheat	यछो़्गोङ्गोङ
1620	Lowa	WHEAT	1077	ʟjø ʟʈoi			 wheat	यछो़्ढोई
1621	Lowa			ʟjødzaŋ			place to fry wheat	यछो़जाङ
1622	Lowa			ʟjøn‍dza			 water offered to god in the morning	यछो़न्जा
1623	Lowa			ʟjøn‍den			knowledge, understanding, wisdom	यछो़न्दिे
1624	Lowa			ʟjøma			person who fries wheat	यछो़मा
1625	Lowa	DEAF	996	ʟjøm‍ba			 deaf, hard of hearing, inattentive	यछो़म्बा
1626	Lowa	RUST	3064	Hja			 rust	ॱया
1627	Lowa	YAK	2477	Hjak			 yak	ॱयाक
1628	Lowa	SHEPHERD	2544	Hjak‍tsi			 shepherd	ॱयाक्ची
1629	Lowa	HIDE	2486	Hjaŋgajik‍ka			 hide	ॱयाङगायीक्का
1630	Lowa			Hjaŋgok			 billy goat	ॱयाङगोक
1631	Lowa			Hjaŋdzjuŋ			s name	ॱयाङज्यकुङ
1632	Lowa	FLOAT	1574	Hjaŋjaŋ			 float	ॱयाङयाङ
1633	Lowa	NAME	1405	Hjan‍ɖø			 name	ॱयान्डछो़
1634	Lowa	SUMMER	1342	Hjarka			 summer	ॱयारका
1635	Lowa			Hjara			ustang	ॱयारा
1636	Lowa			Hju			 valuable green stone	ॱयकु
1637	Lowa	THROW	1456	Hjuk‍kin			 throw, cast, throw away, fling, hurl, give up, abandon	ॱयकुक्कीि
1638	Lowa			Hjuʈin			s name	ॱयकुटीि
1639	Lowa			Hjejyn			 right and left, around, roundabout, on all sides	ॱयेयीि
1640	Lowa	USE (VERB)	2072	Hjok‍pu Hkugin			 utilise, use	ॱयोक्पकु्ककुगीि
1641	Lowa			Hjogin			make porridge	ॱयोगीि
1642	Lowa	BEND	2004	Hjøgin			 bend, curve	ॱयछो़गीि
1643	Lowa	FLOUR	1594	Hjødzin			 flour	ॱयछो़जीि
1644	Lowa	LEFT	244	Hjøn‍ba			 left	ॱयछो़न्बा
1645	Lowa	GOAT	1502	ʟra			 goat	￼￼￼￼￼￼￼रा
1646	Lowa			ʟrak			 brass	राक
1647	Lowa	BIG	1202	ʟrak‍dzaŋ			 large	राक्जाङ
1648	Lowa	HORN (INSTRUMENT)	939	ʟrakjok			 horn	राक्योक
1649	Lowa	GREEDY	2018	ʟrak‍rak Htsjhe			 greedy, egotistic	राक्राक्के
1650	Lowa			ʟragok‍pa			 garlic found high altitudes	रागोक्पा
1651	Lowa			ʟraŋ ʟraŋ			 sound made by a bee	राङ्राङ
1652	Lowa			ʟraŋgaʟsala			 stadium	￼￼￼￼राङगाशाला
1653	Lowa	OWN	684	ʟraŋgi			 own, individual, private	राङगी
1654	Lowa			ʟraŋgu Hthøn‍da			reliant	राङगकु्थछो़न्दा
1655	Lowa			ʟraŋdzaŋ			 honeycomb, ring of a cap	राङजाङ
1656	Lowa	FOLD	1470	ʟraŋdy			fold, of one track	राङदी
1657	Lowa	SEPARATE	1359	ʟradza			 separate, apart, split, different, diverse, dissimilar, distinct, difference, unlike	राजा
1658	Lowa			ʟradzaŋ			 place to put goats	राजाङ
1659	Lowa			ʟrap‍‍ji			 lintel	राप्यी
1660	Lowa			ʟrabu			 rubber	राबकु
1661	Lowa	GOAT	1502	ʟrama			goat	रामा
1662	Lowa			ʟrala ʟrili			 round lumps	राला्रीली
1663	Lowa			ʟrala ʟroli			 scattered	राला्रोली
1664	Lowa			ʟrawaŋ			 liberty, freedom	रािाङ
1665	Lowa	COARSE	2151	ʟrawarowi			 coarse, rough, rugged	रािारोिी
1666	Lowa			ʟrasja			 mutton	रास्या
1667	Lowa	MOUNTAIN	639	ʟri			 mountain, large heap of	री
1668	Lowa			ʟri Htsok Htsok			 mountain with a sharp summit	री्चोक्चोक
1669	Lowa			ʟrik			 caste	रीक
1670	Lowa	SLOW	701	ʟrik‍pa Hkjowa			 slow, retarded	रीक्पा्क्योिा
1671	Lowa	MAD	1899	ʟrik‍pa ʟmiʟsiŋgin			 crazy, mad	रीक्पा्मीशीङगीि
1672	Lowa	WILD ANIMAL	958	ʟritak			 wild animal	रीताक
1673	Lowa	ROUND	1395	ʟriri			 round, circular	रीरी
1674	Lowa			ʟruk ‍ʟtsʝigin			collect	रूक््झ्यीगीि
1675	Lowa	GATHER	7	ʟruk‍kin			 collect, gather, glean, bring together, heap, pile up, accumulate	रूक्कीि
1676	Lowa	TOGETHER	2482	ʟrukji			 together, in company	रूक्यी
1677	Lowa	GATHER	7	ʟrup‍kin			 collect, gather	रूप्कीि
1678	Lowa			ʟre ʟre			 each	रे्रे
1679	Lowa			ʟredzin			ama who is allowed to marry	रेजीि
1680	Lowa			ʟrep‍dzu			 design on woollen material	रेप्जकु
1681	Lowa	CARCASS	1770	ʟroː			 carcass	रोः
1682	Lowa			ʟrok‍ma			 coarse matting	रोक्मा
1683	Lowa			ʟrok‍lam			 operation, assistance, joint operation	रोक्लाम
1684	Lowa			ʟroŋ			 southern	रोङ
1685	Lowa	GECKO	2355	ʟroŋʟka‍ma			 gecko, house lizard	रोङ्घा्मा
1686	Lowa			ʟroŋkek			epali language	रोङके क
1687	Lowa	COARSE	2151	ʟrop‍ru			 coarse, rough, rugged	रोप्रू
1688	Lowa	BACK	1291	ʟrøti			 back, backbone, spine, rear surface of the human body from shoulder to hip	रछो़ती
1689	Lowa			ʟrøluŋ			 night blindness	रछो़लकुङ
1690	Lowa	HARD	1884	Hraː			 hard, firm, harsh, difficult, solid	￼￼￼ॱराः
1691	Lowa			Hrak‍pa			legged partridge	ॱराकप् ा
1692	Lowa			Hrada Hridi			 not fully dried, almost dry	ॱरादा्ॱरीदी
1693	Lowa			Hradik			 hairpin	ॱरादीक
1694	Lowa			Hrap			 bridle	ॱराप
1695	Lowa	THIN	2308	Hraba			 thin, watery, weak, feeble	ॱराबा
1696	Lowa			Hrik‍tsjuma			 ring finger	ॱरीकच् ्यकुमा
1697	Lowa	CLOUD	1489	Hriŋ			 cloud, fog	ॱरीङ
1698	Lowa			Hriŋ Htum‍gin			 cover with cloud	ॱरीङ्तकुम्गीि
1699	Lowa	THREAD	1161	Hriŋga			 thread	ॱरीङगा
1700	Lowa	HAY	342	Hriŋbu			 hay	ॱरीङबकु
1701	Lowa			Hruk‍ta			 anger shown to objects	ॱरूक्ता
1702	Lowa			Hrugin			 level the soil in a field	ॱरूगीि
1703	Lowa			Hruŋkhaŋ			s room	ॱरूङखाङ
1704	Lowa			Hruŋdi			 spelled thread	￼￼￼ॱरूङदी
1705	Lowa			Hruŋma			s guard	ॱरूङमा
1706	Lowa			Hrep‍ka			 type of firewood	ॱरेप्का
1707	Lowa	MUTE	1666	Hrep‍kera			 mute	ॱरेप्के रा
1708	Lowa	LAZY	1564	Hrep‍tsjhe			 lazy	ॱरेप्के
1709	Lowa			Hrema			 pea plant	ॱरेमा
1710	Lowa	HARD	1884	Hrewa			 hard, harsh, cruel, merciless	ॱरेिा
1711	Lowa			Hro Hra Hryik			 early evening	￼￼￼￼ॱरो्ॱरा्ॱरीइक
1712	Lowa			Hrok‍luŋ			 depression	ॱरोक्लकुङ
1713	Lowa	DIRT	25	Hrodok			 dirt	ॱरोदोक
1714	Lowa			Hromu			s wife	ॱरोमकु
1715	Lowa			Hroruk‍kin			getdark,becomeevening	ॱरोरूक्कीि
1716	Lowa			ʟla			 ascent, uphill, upward slope	ला
1717	Lowa			ʟla ʟgjap			 other side of mountain	ला्ग्याप
1718	Lowa			ʟlak‍tsi			art, handicraft	लाक्ची
1719	Lowa			ʟlak‍tsjak‍pa			 one without arms	लाक्च्याक्पा
1720	Lowa			ʟlak‍tsjek			maimed, having lost a limb, person who has a short hand	लाक्च्येक
1721	Lowa	LEAF	628	ʟlak‍taŋ			 leaf, foliage, piece of paper, page	लाक्ताङ
1722	Lowa			ʟlak‍tu ʟsiŋgin			 keep under own authority	लाक्तकु्शीङगीि
1723	Lowa			ʟlak‍pa ʟse			 a good shot	लाक्पा्शे
1724	Lowa	BEAT	1665	ʟlak‍pi Htarje			 beat	लाक्पी्तारये
1725	Lowa			ʟlakjy ʟtsʝigin			 speak in sign language	लाक्यी्झ्यीगीि
1726	Lowa	BUSINESS	2931	ʟlak‍liŋ			 dealings, business, trade, occupation, vocation	लाक्लीङ
1727	Lowa			ʟlak‍sji			 art, skill, trick	लाक्स्यी
1728	Lowa	HAND	1277	ʟlaga			 hand, forearm	लागा
1729	Lowa			ʟlaga Htem‍gin			 hand caught between two objects	लागा्तमे ्गीि
1730	Lowa			ʟlaŋ Hmithuk‍kin			 unable to stand	लाङ्ॱमीथकुक्कीि
1731	Lowa			ʟlaŋgak ʟtsʝegin			 forget the way	लाङगाक्झ्येगीि
1732	Lowa	LONG	1203	ʟlaŋgare			 long, extensive	लाङगारे
1733	Lowa	WAKE UP	1602	ʟlaŋdu Htsjuk‍kin			 wake, erect, lift, raise	लाङद्कु च्यकुक्कीि
1734	Lowa	TALL	711	ʟlaŋlaŋ			 tall	लाङलाङ
1735	Lowa			ʟladzuŋ			 gone	लाजकुङ
1736	Lowa	TALK	2708	ʟlap			 talk, conversation	लाप
1737	Lowa			ʟlap ʟɖik‍kin			 settle a dispute	लाप्डीक्कीि
1738	Lowa			ʟlap Htaŋdaŋ			 way of delivering a talk	￼￼￼लाप्ताङदाङ
1739	Lowa			ʟlap ʟmaŋa			 talkative, prattler, boaster	लाप्माङा
1740	Lowa			ʟlap ʟjaŋga			 unwanted talk	लाप्याङगा
1741	Lowa			ʟlap‍tse			 pile of stones at the top of a hill to indicate the summit	लाप्चे
1742	Lowa			ʟlap‍teba			 talkative	लाप्तबे ा
1743	Lowa			ʟlam dzogin			 forget the path	लाम्जोगीि
1744	Lowa			ʟlam ʟsara ʟsiri			 of early morning, having insufficient light	लाम्शारा्शीरी
1745	Lowa			ʟlamek			 of early morning, having insufficient light	लामके
1746	Lowa	ROAD	667	ʟlam‍gak			 way, path, road, route, course, way	￼￼￼￼लाम्गाक
1747	Lowa	SOON	703	ʟlam‍dzaŋ			 soon, before long, quickly, urgent	लाम्जाङ
1748	Lowa			ʟlahu			 white substance extracted from heated curd	लाहकु
1749	Lowa			ʟliŋliŋla			 floats	लीङलीङला
1750	Lowa			ʟliŋsjaŋ			 garland for a horse	लीङस्याङ
1751	Lowa	LEMON	3091	ʟlim‍bu			 lemon	लीम्बकु
1752	Lowa			ʟly Htshuk‍kin			 make a mistake	ली्छकुक्कीि
1753	Lowa			ʟly ʟɖegin			 have physical relation	ली्डेगीि
1754	Lowa			ʟly ʟlyk			 completely full, filled with	ली्लीक
1755	Lowa	DUNG (ANIMAL FAECES)	2057	ʟlyk			 manure, dung, fertiliser, compost	लीक
1756	Lowa			ʟlyguŋ			 pile of manure	लीगकुङ
1757	Lowa	LIFE	210	ʟlyju			 life, existence, living, livelihood	लीयकु
1758	Lowa	BODY	1480	ʟlywu			 body, person, figure	लीिकु
1759	Lowa			ʟluksja			 mutton	लकुकस्या
1760	Lowa	SHEPHERD	2544	ʟluk‍tsi			 shepherd	लकुक्ची
1761	Lowa			ʟluktsju			 pickle of radish and chilli	लकुकच्यकु
1762	Lowa	LAMB	820	ʟluk‍ʈuk			 lamb	लकुक्टकुक
