ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	script1	script2	pos	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
277	Gyalsumdo			khurta tshiŋpu			energetic, vigorous	खुर्ता छिङ्पु	जाँगरिलो	adj		???	
278	Gyalsumdo			khurpu			load or burden	खुर्पु	भारी	n	1679	LOAD	4
280	Gyalsumdo			khe			2 SG 'you'	खे		pro		???	
281	Gyalsumdo	PROMISE	1675	khe ̀laŋke			to promise	खेलाङ्के	बाचा गर्नु	v	1675	PROMISE	1
282	Gyalsumdo			khepsaŋ			profit	खेप्साङ्	नाफा	n	733	EARN	4
283	Gyalsumdo			kheba			skillful, capable, expert	खेबा	सिपालु	adj		???	
284	Gyalsumdo			khemu			cheap, inexpensive, lowered price	खेमु	सस्तो	adj	1887	CHEAP	4
285	Gyalsumdo	TAKE	1749	kherke			to take	खेर्के	लैजानु	v	1749	TAKE	1
286	Gyalsumdo	CARRY	700	kherke			to carry	खेर्के	बोक्‍नु	v	700	CARRY	1
287	Gyalsumdo			khertsuke			to make somebody carry something	खेर्चुके	बोकाउनु	v		???	
288	Gyalsumdo			kho			's/he'	खो	उ, उनी	pro.3 SG		???	
289	Gyalsumdo			khoŋdu			to worry	खोङ्दु	चिन्ता लाग्‍नु, दुःखी हुनु	v	150	WORRY	1
290	Gyalsumdo	LEAVE	1752	khota tʃhøke			to leave	खोता छ्य्हूके	त्याग्‍नु	v	1752	LEAVE	1
291	Gyalsumdo			khota tʃhøke			to be satisfied, content	खोता छ्यूके	सन्तुष्ट हुनु	v	1429	FULL	4
292	Gyalsumdo			khoma			bag for holding money, purse	खोमा	थैली	n		???	
293	Gyalsumdo			khomdu			free time	खोम्दु	फुर्सत	n		???	
294	Gyalsumdo			khomdu			movement associated with sexual intercourse	खोम्दु	यौन क्रिया गर्दा तल माथि गर्ने काम	n		???	
295	Gyalsumdo			khora			bread that is deep-fried in cooking oil	खोरा	एक प्रकारको रोटी	n		???	
296	Gyalsumdo			khorke			to go around, to circumambulate	खोर्के	घुम्‍नु	v		???	
297	Gyalsumdo			khorpa			large sickle (< Nep )	खोर्पा	खुर्पा	n		???	
298	Gyalsumdo			kholo			wheel of a motor	खोलो	गाडीको पाङग्रा	n		???	
299	Gyalsumdo			kholti			pocket (< Nep )	खोल्ति	गोजी,खल्ति	n	1851	POCKET	4
301	Gyalsumdo	FREEZE	1431	khjakke			to freeze	ख्याक्‍के	जम्‍नु	v	1431	FREEZE	1
303	Gyalsumdo			khjamki			person who is strolling; a person who is walking aimlessly	ख्याम्कि	डुलुवा	n		???	
304	Gyalsumdo			khjaʃo			extremely cold	ख्याशो	सब भन्दा चिसो	adj		???	
306	Gyalsumdo	HUSBAND	1200	khjoka			husband	ख्योका	बुढो, लोग्‍ने, पति	n	1200	HUSBAND	2
307	Gyalsumdo			khjokakirme			married couple, husband and wife	ख्योकाकिर्मे	लोग्नेस्वास्‍नी	n		???	
308	Gyalsumdo			khjokkhjok			in a zigzag manner	ख्योक्‍ख्योक्	नागबेली, बाङगोटिङगो	adv		???	
309	Gyalsumdo			khjoktoŋ			young boy	ख्योक्तोङ्	तन्‍नेरी	adj		???	
312	Gyalsumdo			gagri			water pot (< Nep )	गाग्रि	गाग्री	n		???	
313	Gyalsumdo	NINE	1483	gu			nine	गु	नौ	num	1483	NINE	2
314	Gyalsumdo			guruŋ natʃuŋ			gurung female	गुरूङ् नाच्युङ्	गुरूङ्सेनी	n		???	
315	Gyalsumdo			guhar			expression (word) uttered to call for help (< Nep )	गुहार्	गुहार!	interj		???	
316	Gyalsumdo	BREAD	1368	gjaŋ			bread	ग्याङ्	रोटी	n	1368	BREAD	2
317	Gyalsumdo	WEAK	1601	gju meke			weak	ग्यु मेके	गरिब, कमजोर	adj	1601	WEAK	2
318	Gyalsumdo	RICH	712	gjupəru			rich	ग्युपरु	धनी	adj	712	RICH	2
319	Gyalsumdo	LIKE	1117	ghəke			to like	घके	मन पराउनु	verb	1117	LIKE	1
324	Gyalsumdo	BLACKSMITH	1001	ghəra			blacksmith	घरा	कामी	n	1001	BLACKSMITH	2
325	Gyalsumdo	SHOE	1381	ghəru			shoe	घरु	कहाँ, जहाँ	n	1381	SHOE	2
326	Gyalsumdo	WHERE	1237	ghəru			where	घरु	कता	adv	1237	WHERE	2
327	Gyalsumdo	EVERYWHERE	2999	ghəru hina			everywhere	घरु हिना	जहाँसुकै	adv	2999	EVERYWHERE	2
328	Gyalsumdo			ghəro			one who is beloved	घरो	प्रेमी, प्रेमिका	n		???	
329	Gyalsumdo			ghəlu			song sung during happy occasions (lit happy song)	घलु	खुसियालीमा गाउने गीत	n		???	
330	Gyalsumdo			ghəle			clan name within Gyalsumdo society	घले	ग्याल्सुम्दो समुदाय भित्रको एउटा गोत्र	n.prop		???	
331	Gyalsumdo	SADDLE	3065	gha			saddle	घा	घोडाको काँटी (बस्‍ने सिट)	n	3065	SADDLE	2
332	Gyalsumdo			ghau lapke			to belch	घाउ लाप्के	डकार्नु	v	2245	BELCH	1
333	Gyalsumdo			ghake			to be held or contained, to stop or be stuck or held up	घाके	अट्नु, अड्कनु	v		???	
334	Gyalsumdo			ghakpu			to be difficult	घाक्पु	गारो हुनु	v	584	DIFFICULT	4
335	Gyalsumdo	MOUNTAIN	639	ghaŋ			mountain	घाङ्	हिमाल	n	639	MOUNTAIN	2
336	Gyalsumdo			ghaŋke			to overflow	घाङ्के	भरिनु (पानिले भरिनु, अन्नले भरिनु)	v		???	
337	Gyalsumdo			ghaŋkjal			to lie on the back, to lay flat	घाङ्क्याल्	उत्तानो पर्नु	v		???	
338	Gyalsumdo	TORTOISE	895	ghaŋbal			tortoise	घाङ्बाल्	कछुवा	n	895	TORTOISE	2
339	Gyalsumdo			ghaŋla			upward slop of mountain (lit 'mountain-loc')	घाङ्ला	हिमालको उकालो	n		???	
340	Gyalsumdo	HOW MANY	822	ghatse			how many	घाचे	कति	interrog.quant	822	HOW MANY	2
341	Gyalsumdo	SOMETIMES	1544	ghate ghate			sometimes	घातेघाते	कहिलेकाहीँ	adv	1544	SOMETIMES	2
342	Gyalsumdo			ghanṭe			of what kind	घान्टे	कस्तो	interrog		???	
343	Gyalsumdo	HOW	1239	ghanṭetʃeti			how	घान्टे च्येदि	कसरी	interrog.man	1239	HOW	2
344	Gyalsumdo	WHICH	727	ghanti			which	घान्ति	कुन	interrog	727	WHICH	2
345	Gyalsumdo			ghartse			kind of dance in tune with a musical instrument	घार्चे	बाजाको तालको नाच	n		???	
347	Gyalsumdo			gharta ghjapke			to fence	घार्ता घ्याप्के	घेरिनु	v	1690	FENCE	4
348	Gyalsumdo			gharta ghjaptsuke			to make a fence	घार्ता घ्याप्चुके	घेर्नु	v		???	
349	Gyalsumdo	WHERE	1237	ghala			where	घाला	कता	interrog.loc	1237	WHERE	2
350	Gyalsumdo			ghaltaŋ			corn cob	घाल्ताङ्	घोगो	n		???	
351	Gyalsumdo			ghiltaŋ			Monal (lophophorous), the national bird of Nepal	घिल्ताङ्	डाँफे	n		???	
352	Gyalsumdo	INTESTINES	1991	ghʏma			intestine	घीमा	आन्द्रा	n	1991	INTESTINES	2
353	Gyalsumdo	CORNER	192	ghu			corner	घु	कुनो	n	192	CORNER	2
354	Gyalsumdo			ghui			period of four days	घुइ	निकोपर्सी पछीको दिन	adv		???	
355	Gyalsumdo	WAIT (FOR)	1590	ghuke			to wait	घुके	पर्खनु	v	1590	WAIT (FOR)	1
356	Gyalsumdo			ghuŋ			middle, betweeen	घुङ्	माझ, बिच	adv	1093	MIDDLE	4
357	Gyalsumdo			ghuŋka			winter (the period of Poush-Magh on the Nepali calendar)	घुङ्का	पुस-फागुन (जाडो महिना)	n	1471	WINTER	4
358	Gyalsumdo			ghuṭuk			kitten	घुटुक्	बिरालाको बच्चा	n		???	
359	Gyalsumdo			ghutuk			food eaten on the 29th day of the 12th month (on the day before Lhosar)	घुतुक्	बारौँ महिनाको उनन्तिसौँ दिनमा खाइने थुक्पा, खाना (लोसार आउनु भन्दा पहिलो दिन)	n		???	
360	Gyalsumdo	GRAPE	920	ghunṭum			grape	घुन्डुम्	अङ्गुर	n	920	GRAPE	2
361	Gyalsumdo	EXPENSIVE	1426	ghunpu			expensive	घुन्पु	महङ्गो	adj	1426	EXPENSIVE	2
362	Gyalsumdo			ghupa			ninth	घुपा	नवौँ	num.ord		???	
363	Gyalsumdo	CAT	1208	ghuri			cat	घुरि	बिरालो	n	1208	CAT	2
364	Gyalsumdo			ghurki			act of challenging or threatening	घुर्कि	धम्की	n		???	
365	Gyalsumdo			ghurke			to stoop, to be hunchback, to be bent	घुर्के	कुप्रिनु	v		???	
366	Gyalsumdo			ghurṭuk			kitten	घुर्टुक्	ङ्‍याउरो (बिरालोको बच्चा)	n		???	
367	Gyalsumdo			ghurdu			to make a rumbling sound in the stomach (growling stomach)	घुर्दु	पेट कराउनु	v		???	
368	Gyalsumdo	SUGAR CANE	146	ghurʃiŋ			sugar cane	घुर्शिङ्	उखु	n	146	SUGAR CANE	2
369	Gyalsumdo	SHAKE	1909	ghulke			to shake	घुल्के	हल्लिनु	v	1909	SHAKE	1
370	Gyalsumdo	MOVE	765	ghulke			to move	घुल्के	चल्नु	v	765	MOVE	1
371	Gyalsumdo			ghultsuke			to make something to move	घुल्चुके	बोलाउनु	v		???	
375	Gyalsumdo			ghøke			to have sexual intercourse	घूके	यौन सम्पर्क गर्नु	v	1785	HAVE SEX	4
376	Gyalsumdo	SEPARATE	1359	ghøke			to separate	घूके	छुट्टिनु	v	1359	SEPARATE	1
377	Gyalsumdo	DIVIDE	1119	ghøghe			to divide	घूघे	बाँड्नु	v	1119	DIVIDE	1
378	Gyalsumdo	PART	779	ghøt‍ʃe			part, piece	घूच्ये	भाग	n	779	PART	2
379	Gyalsumdo	WEAR	976	ghønke			to wear	घून्के	लगाउनु	v	976	WEAR	1
380	Gyalsumdo	UNDRESS	1755	ghøla pike			to undress	घोएला पिके	कपडा खोल्नु	v	1755	UNDRESS	1
381	Gyalsumdo			ghe			aged, elderly	घे	उमेर ढलेको	adj	2112	OLD (AGED)	4
382	Gyalsumdo	EIGHT	1705	ghe			eight	घे	आठ	num	1705	EIGHT	2
383	Gyalsumdo			gheke			to be cracked, torn	घेके	चर्कनु	v		???	
384	Gyalsumdo			gheŋkøŋ			aged person	गेङ्कूङ्	बुढोपाको	n		???	
385	Gyalsumdo	REJOICE	2192	ghenaŋ			to be glad	घेनाङ्	खुसी हुनु	v	2192	REJOICE	1
386	Gyalsumdo			ghentsa			ornament, jewelry	घेन्चा	गहना	n	917	ORNAMENT	4
387	Gyalsumdo			ghepu			elderly man	घेपु	बुढो मान्छे	n		???	
388	Gyalsumdo			ghebughemu			aged people (general term or elderly men and women)	घबुघमु	बुढाबुढी	adj		???	
389	Gyalsumdo			ghema			old woman (also adj 'elderly')	घेमा	बुढेसकाल (आइमाईको)	n	907	OLD WOMAN	4
390	Gyalsumdo			ghemu			eightth	घेमु	आठौं	num.ord		???	
391	Gyalsumdo	TEACHER	1038	gherken			teacher	घेर्केन्	शिक्षक	n	1038	TEACHER	2
392	Gyalsumdo			ghelukpa			Buddhist monk or lama who does not marry	घेलुक्पा	विवाह नगर्ने लामा	n		???	
393	Gyalsumdo			gheloŋ			monk who does not have permission to marry	घेलोङ्	विवाह गर्न नपाउने लामा	n		???	
394	Gyalsumdo			ghewa			essential rites after the death of a person, final rites	घेवा	काजकिरिया	n		???	
395	Gyalsumdo	HEAD	1256	gho			head	घो	टाउको, शिर	n	1256	HEAD	2
396	Gyalsumdo	DOOR	1567	gho			door	घो	ढोका	n	1567	DOOR	2
397	Gyalsumdo			gho khordu			to faint	घो खोर्दु	चक्कर लाग्‍नु, रिङ्गटा लाग्‍नु	v		???	
398	Gyalsumdo			gho duŋke			to knock (lit 'door knock')	घो दुङ्के	ढक्ढक्याउनु	v	2396	KNOCK	3
400	Gyalsumdo	CLOTHES	1895	ghoila			clothes	घोइला	लुगा	n	1895	CLOTHES	2
401	Gyalsumdo			ghoka			deceit, deception	धोका	धोका	n	13	DECEIT	4
402	Gyalsumdo	LISTEN	1608	ghoke			to listen	घोके	सुन्‍नु	v	1608	LISTEN	1
403	Gyalsumdo	UNDERSTAND	1536	ghoke			to understand	घोके	बुझ्नु, सुन्नु	v	1536	UNDERSTAND	1
404	Gyalsumdo			ghokorke			to persuade	घोकोर्के	फकाउनु	v		???	
405	Gyalsumdo	ASH	646	ghoktal			ash	घोक्ताल्	खरानी	n	646	ASH	2
406	Gyalsumdo	ASH	646	ghokthal			ash	घोक्थाल्	खरानी	n	646	ASH	2
407	Gyalsumdo	GARLIC	2368	ghokpa			garlic	घोक्पा	लसुन	n	2368	GARLIC	2
408	Gyalsumdo			ghokpa ghjapke			to crawl (as of a small child)	घोक्पा घ्याप्के	बामे सर्नु	v	96	CRAWL	3
409	Gyalsumdo			ghoksa			place of residence, position	घोक्सा	बस्‍ने ठाउँ, पद, दर्जा	n		???	
410	Gyalsumdo			ghokhur			to bow the head	घोखुर्	शिर निहुरिनु	v		???	
411	Gyalsumdo	EGG	744	ghoŋa			egg	घोङा	अण्डा	n	744	EGG	2
412	Gyalsumdo			ghoŋa keke			to lay an egg	घोङा केके	अण्डा पार्नु	v		???	
413	Gyalsumdo			ghoŋko			collar (of a shirt)	घोङ्को	कलर (कमिजको)	n	2012	COLLAR	4
414	Gyalsumdo			ghoŋta			rein	घोङ्ता	घोडाको अगाडि अडकाउने डोरी (घोडाको छातिमा अड्काएको डोरी)	n		???	
415	Gyalsumdo			ghoŋthap			rate	घोङ्थाप	मोलतोल	n		???	
416	Gyalsumdo			ghoŋda			excuse, pardon, forgiveness	घोङ्दा	माफी, क्षमा	n		???	
417	Gyalsumdo	EVENING	1629	ghoŋmo			evening	घोङ्‍मो	साँझ	n	1629	EVENING	2
418	Gyalsumdo	DINNER (SUPPER)	1833	ghoŋmoto			dinner	घोङ्‍मोतो	बेलुकाको खाना	n	1833	DINNER (SUPPER)	2
419	Gyalsumdo			ghoŋsa			residence, lodging	घोङ्सा	बास	n		???	
420	Gyalsumdo			ghoŋsaŋ			dismissal, leave, freedom	घोङ्साङ्	बिदा	n	1752	LEAVE	4
421	Gyalsumdo			ghotshak			smiling	घोछाक्	हँसिलो	adj		???	
422	Gyalsumdo			ghotshu			to start	घोछु	सुरू गर्नु	v	1806	BEGIN	4
423	Gyalsumdo			ghoṭha			shed (< Nep )	घोठा	गोठ	n	3025	BARN OR SHED	4
424	Gyalsumdo			ghota			surrendering oneself	घोता	आत्म समर्पण	n		???	
426	Gyalsumdo	CLOTHES	1895	ghontse			clothing	घोन्चे	लगाउने लुगा	n	1895	CLOTHES	2
427	Gyalsumdo			ghopal			traditional sword (khukuri)	घोपाल्	खुकुरी	n		???	
428	Gyalsumdo			ghopsuk			upside down, opposite, reversed, inverted	घोप्सुक्	उल्टो	adj	885	OPPOSITE	4
429	Gyalsumdo			ghomke			to leap, to jump over	घोम्के	नाघ्‍नु	v	1829	JUMP	4
430	Gyalsumdo			ghompa			stupa	घोम्पा	गुम्बा	n		???	
431	Gyalsumdo	CURTAIN	2621	ghojol			curtain	घोयोल्	पर्दा	n	2621	CURTAIN	2
432	Gyalsumdo			ghorghor			circular in shape	घोर्घोर्	गोलो	adj		???	
433	Gyalsumdo	YARD	736	ghortsa			yard	घोर्चा	आँगन	n	736	YARD	2
434	Gyalsumdo			gholəpho			loss	घोलफो	घाटा	n		???	
436	Gyalsumdo			gholelə			very slowly	घोलेल	एकदम बिस्तारै	adv.man		???	
437	Gyalsumdo			gholo			seed of ripe beans	घोलो	पाकेको सिमिको गेडा	n		???	
439	Gyalsumdo	LAUGH	1355	ghoʃorke			to laugh	घोशोर्के	हाँस्‍नु	v	1355	LAUGH	1
