ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	nepaleseGloss	pos	headword	semanticDomain
239	Kagate	RELATIVES	1644	ᶫnʲol‍go			relative	नातेदार	n	ङ्‍योःल्‍गो	
240	Kagate	MARKET	633	ᶫnʲosa			market	किन्‍ने ठाउँ	n	ङ्‍योःसा	6.5.1
241	Kagate			ŋ‌wa			sacrifice of fire	होम	n	ङ्‌वा	
242	Kagate	NOISE	1182	ŋ‍wak-ŋ‍wak			noise	जियाउ-जियाउ	Onom	ङ्‍वाक-ङ्‍वाक	
243	Kagate	GRASS	606	tsa			grass;vein;rust	घाँस;नसा;खिया	n	चा	6.2.1.5
244	Kagate			tsa kʰoŋ‍kʲok			paralysis	प्यारालाइसिस	n	चा खोङ्‍क्‍योक	2.5.4
245	Kagate			tsaidi			downward	तल्‍लो	adv	चाइदी	
246	Kagate			tsainapur			Chainpur (name of a place)	चैनपुर	n	चाइनापुर	9.7.2.2
247	Kagate			tsaᵘki			police post	चौकी	n	चाउकी	6.5.1
248	Kagate	CLEAN (SOMETHING)	2235	tsaŋ‍dze			to clean	चोखो पार्नु	v	चाङ्‍जे	4.9.5.6
249	Kagate			tsaŋ‍de			clean person	चोखी, चोखे	adj	चाङ्‍दे	1.1.1
250	Kagate	SEA	1474	tsaŋ‍bu			sea, river	समुन्द्र, नदी, कोसी	n	चाङ्‍बु	1.3.1.1
251	Kagate			tsaŋ‍bu ᶫtin			Saptakoshi river	सप्तकोशी	n	चाङ्‍बु तीःन	9.7.2.9
252	Kagate	PURE	1147	tsaŋ‍ma			sacred, pure	चोखो, शुद्ध, पवित्र	adj	चाङ्‍मा	2.5.7
253	Kagate	PURE	1147	tsaŋ‍ma tsaŋ‍suŋ			pure, holy	चोखो निधो	adj	चाङ्‍मा चाङ्‍सुङ	
254	Kagate	CLEAN	704	tsaŋ‍siŋ			clean, neat	सफा	adj	चाङ्‍सीङ	2.5.7
255	Kagate	BOX	1465	ᶫtsadzaŋ			box, coffer	बक्स, सन्दुस	n	चाःजाङ	6.2.6.4
256	Kagate	PLAY	1413	tsadze			to play;to filter	खेल्नु;चाल्नु	v	चाजे	6.2.4.5
257	Kagate			tsaduk			Buddhist ritual object	किरिया गर्दा किरिया घर भित्र झुन्ड्याउने ध्वजा पातक	n	चादुक	
258	Kagate			ᶫtsama			flat-bottomed earthen pot for frying maize, etc.	हाँडी	n	चाःमा	6.6.2.4
259	Kagate	COIN	1867	tsamakʰa			custom of putting flower, coin, flour, ghee on top of a pillar, door etc.	टोटला राख्ने विधि	n	चामाखा	
260	Kagate	FLOUR	1594	tsam‍ba			flour	पिठो	n	चाम्‍बा	5.2.3.3
261	Kagate			tsajalo			type of tree	अङ्गेरी	n	चायालो	1.5.1
262	Kagate			tsar			foundation	जग	n	चार	6.5.2.6
263	Kagate	ROOT	670	tsarŋe			root	जरा	n	चार्ङे	6.2.1.2
264	Kagate			tsartsʲu			to spy	चियाउनु	v	चार्च्यु	2.3.1.1
265	Kagate			tsartsʲu			to do surveillance	निगरानी गर्नु	n	चार्च्‍यु	3.2.5.1.1
266	Kagate			tsarpuke			coarse bid	खस्रो बोली	n	चार्पुके	4.3.1.2.1
267	Kagate	DOWN OR BELOW	2094	tsala			below, beneath	तल, मुनि	adj	चाला	
268	Kagate	DEEP	1593	ᶫtsaliŋ			deep	गहिरो	adj	चाःलीङ	8.2.6.4
269	Kagate			tsal‍dze			to search	खोज्नु	v	चाल्‍जे	7.6.1
270	Kagate	DOWN OR BELOW	2094	tsawa			root of tree, below	फेद, मुनी	adv	चावा	6.7.8
271	Kagate			tsawa he			seedless	कानो आलु (रोप्न अयोग्य)	n	चावा हे	
272	Kagate			tsasa			playing ground	खेल्ने ठाउँ	n	चासा	4.2.6.2
273	Kagate			tsasok			fermented, dried vegetable leaves used to make soup or pickle;hay	गुन्द्रुक;खर	n	चासोक	5.2.3.1
274	Kagate	WHAT	1236	tsi			what?	के	interrog	ची	3.3.4
275	Kagate	CALENDAR	1967	ᶫtsi			calendar	पात्रो	n	चीः	8.4.1.1
276	Kagate			ᶫtsi ᶫin‍naŋ			anyway	जे भए पनि	conn	ची इःन्‍नाङ	9.4.4.1
277	Kagate			tsi ŋimuŋ			anything;anything	केही सँग;जे सँग	conn	ची ङीमुङ	5.9
278	Kagate			tsi tsi ᶫpedze			what to do	के के गर्नु		ची ची पेःजे	3.4.2.5
279	Kagate	NOTHING	687	tsi na tsi			nothing	केही न केही		ची ना ची	
280	Kagate			tsi ᶫjin‍naŋ			anyway	जे भए पनि	conn	ची यीःन्‍नाङ	9.6.1.1
281	Kagate			tsi-tsi			many different things	के-के	pro	ची-ची	6.8.3.3
282	Kagate			ᶫtsii			prediction	भविष्य वाणी	n	चीःइ	3.2.7.3
283	Kagate			tsiũ-tsiũ			squawk, sound made by chick	चल्‍लाको अवाज	Onom	चीउँ-चीउँ	6.3.6.1
284	Kagate			tsiuri			type of furit	चिुउली (फल)	n	चीउरी	
285	Kagate			tsiᶫenaŋ			anyway	जे भपनि	conn	चीएःनाङ	
286	Kagate			ᶫtsik‍ᶫtsik teŋ‍dze			to cheat	दङ्ग्याउनु	v	चीःक्‍चीःक तेङ्‍जे	
287	Kagate	WALL (OF HOUSE)	933	tsik‍pa			wall	पर्खाल, गाह्रो	n	चीक्‍पा	8.1.6.2
288	Kagate			tsik‍pa ɬadze			to make a wall	गाह्रो लगाउनु, पर्खाल लगाउनु	v	चीक्‍पा ल्‍हाजे	6.1.1
289	Kagate	ONE	1493	tsig			one	एक, एउटा	num	चीग	6.7.5
290	Kagate			tsig kʰ‍jom‍kʲok			isolated, not associating with others	एकलकाँटे	adj	चीग ख्‍योम्‍क्योक	4.4.2.5
291	Kagate			tsig tsigra			only one	एक मात्र, एउटा मात्र	adv	चीग चीग्रा	7.5.3.1
292	Kagate			tsig-tsig			each	प्रत्येक	adj	चीग-चीग	9.6.1.7
293	Kagate			ᶫtsig‍tsik			intimidation	घुर्की	n	चीःग्‍चीक	4.4.2.2
294	Kagate	ALONE	1964	tsigra			alone	एक्लै, एकल, एउटै, मात्रै	num	चीग्रा	4.8.4
295	Kagate	ONLY	1580	tsigra tsig			only, only one	एक्लै, एक मात्रै	adv	चीग्रा चीग	3.4.2.1.5
296	Kagate	URINE	1142	tsiŋ			urine;some	पिसाब;केही	n	चीङ	6.6.2.9
297	Kagate	TWELVE	1707	tsiŋ‍ŋi			twelve	बाह्र	num	चीङ्‍ङी	8.1.1.1
298	Kagate	NOTHING	687	tsiŋ‍ᶫm‍ja			nothing	केही छैन		चीङ्‍म्‍याः	9.7.3
299	Kagate			tsiŋ‍sʲore			urinating, having urinating habit	मुतुवा	adj	चीङ्‍स्‍योरे	2.2.7
300	Kagate			ᶫtsitsi			aunt (father's brother's wife)	काकी	n	चीःची	4.1
301	Kagate	BELIEVE	1890	tsidze			to trust, believe	पत्याउनु	v	चीजे	3.2.5.9
302	Kagate			ᶫtsidze			to tighten;	कस्‍नु;बटुल्नु, थुप्राउनु	v	चीःजे	7.5.1.2
303	Kagate			tsina			China	चिन	n	चीना	9.7.2.1
304	Kagate	NAKED	590	ᶫtsinaŋ‍mu			naked	नाङ्गो	n	चीःनाङ्‍मु	3.4.2.4.3
305	Kagate	BORDER	2546	tsin‍ɖal			border	सिमाना, सीमा	n	चीन्‍डाल	6.5.4.2
306	Kagate			ᶫtsin‍‍ɖul			symbol;border	चिन्ह, संकेत;सिमाना	n	चीःन्‍‍डुल	6.5.4.1
307	Kagate			ᶫtsin‍da			host (the person who invites a priest to perform sacrifices)	जजमान, जनता	n	चीःन्‍दा	
308	Kagate			ᶫtsin‍da tsam‍ba			unripe flour	काँचो पीठो	n	चीःन्‍दा चाम्‍बा	
309	Kagate	THIN	2308	ᶫtsipa			thin	दुब्लो, पातलो	adj	चीःपा	8.2.3.1
310	Kagate			tsip‍kʲok				छिप्पट	adj	चीप्‍क्‍योक	2.1.4
311	Kagate			tsip‍tse			to be mature	छिपिनु	v	चीप्‍चे	2.6.4.6
312	Kagate	CHICKEN	1318	ᶫtsipru			chicken	चल्‍ला	n	चीःप्रु	1.6.1.2
313	Kagate	THIN	2308	tsip‍laŋ			thin	दुब्लाइ-दुब्लो	adj	चीप्‍लाङ	8.2.3.3
314	Kagate			tsibu			impurity	जुठो	n	चीबु	2.6.6.7
315	Kagate			tsima			useless object (term of abuse);rib	ठाँडो;करङ	n	चीमा	2.1.6
316	Kagate			tsim‍ʈa			tweezers	चिम्टा	n	चीम्‍टा	5.1
317	Kagate			tsim‍ʈi			safety pin	काँटा	n	चीम्‍टी	5.4.3.2
318	Kagate			tsim‍ba			what is it	के हो		चीम्‍बा	9.7.3
319	Kagate	RAW	1959	ᶫtsim‍ba			uncooked, raw, unmature (behaviour);cold	काँचो;चिसो	adj	चीःम्‍बा	2.6.5.1
320	Kagate			tsiᶫjabu			(how) nice	कस्तो राम्रो, कति राम्रो	adv	चीयाःबु	2.6.4.7
321	Kagate			tsira			whatsoever	जेसुकै	adv	चीरा	3.4.1.4.5
322	Kagate			tsiraʈo			bitter plant used to treat malaria, Swertia purpurascens	चिराइतो	n	चीराटो	1.5.3
323	Kagate			tsire teŋ‍dze			to scream	चिच्‍च्याउनु, हल्‍ला खल्‍ला गर्नु	v	चीरे तेङ्‍जे	
324	Kagate	SQUEEZE	1414	tsirtse			to squeeze;to strain (at stool)	निचर्नु;कन्नु	v	चीर्चे	8.3.1.5.2
325	Kagate			tsiᶫlana			primarily	खास गरी	adv	चीलाःना	8.1.5.4
326	Kagate	WHY	1270	tsile			why?	किन	interrog	चीले	
327	Kagate	BECAUSE	1157	tsile ᶫlana			because	किनभने, किनकी	conn	चीले लाःना	9.6.2.5.1
328	Kagate	WHY	1270	tsilo			why?	किन	interrog	चीलो	9.6.3.7
329	Kagate			tsudze			to take support on;to make to sit;plant	टेक्नु;बसाउनु;रोप्नु	v	चुजे	7.1.4
330	Kagate			tsutʰuri			type of tree herbs (type of grass found in hilly area)	चुथ्रो	n	चुथुरी	6.2.5.3
331	Kagate	MUROID (MOUSE OR RAT)	2139	tsũbe			mouse, rat	मुसा	n	चुँबे	6.3.1.6
332	Kagate	CLOSE (EYES)	2063	tsum‍dze			to close one's eyes	चिम्लिनु	v	चुम्‍जे	2.6.6
333	Kagate			tsum‍bak			magnet	चुम्बक	n	चुम्‍बाक	1.2.2.3
334	Kagate			tsum‍be			bachelor	अविवाहित पुरुष	n	चुम्‍बे	4.9.5.9
335	Kagate	TOP	1753	tsuli			top	चुलि	n	चुली	6.5.2.2
336	Kagate	TONGUE	1205	tse			tongue	जिब्रो	n	चे	5.2.2
337	Kagate			ᶫtsekʲur			circular grass mat for sitting on	बिँडा	n	चेःक्युर	
338	Kagate			ᶫtsekʲũr ᶫbu			type of insect (like snake)	जाँते कीरा	n	चेःक्युँर बु	
339	Kagate			tseŋa / tsʲaŋa			full moon day;fifteen	पूर्णिमा;पन्ध्र	n	चेङा / च्याङा	1.1.1.1
340	Kagate	SHUT	1046	tsetse			to close;to thrash;to pay;to cut	बन्द गर्नु;चुट्याउनु;चुक्ता गर्नु;छिनाउनु	v	चेचे	3.2.1.1
341	Kagate	EXCHANGE	2509	ᶫtsedze			to exchange;to alter,change	साट्नु;फेर्नु	v	चेःजे	3.3.2.2
342	Kagate	EXCHANGE	2509	ᶫtsetertse			to exchange	साटि दिनु	v	चेःतेर्चे	3.2.5.8
343	Kagate	TIGER	846	tsen			tiger;leopard	बाघ;चितुवा	n	चेन	1.6.1.1.2
344	Kagate			tsen‍ɖaŋ			type of curse used for dogs	बाघको छाक, कुकुरलाई सराप्ने तरिका	n	चेन्‍डाङ	
345	Kagate			tsen‍di			weighty	गह्रौं	adj	चेन्‍दी	7.5.4
346	Kagate			tsepa			behaviour	व्यवहार	adj	चेपा	3.4.2
347	Kagate			tsepa / jam‍dar			habit, behaviour	बानी, ब्यहोरा, व्यवहार	adj	चेपा / याम्‍दार	4.3
348	Kagate			tsepa teŋ‍dze			to show behaviour	व्यवहार देखाउनु	v	चेपा तेङ्‍जे	3.4.2.1.1
349	Kagate	SIEVE	86	tsema			sieve	चाल्नी	n	चेमा	5.6.5
350	Kagate	TOY	2403	tsemu			toy	खेलौना	n	चेमु	4.2.6
351	Kagate	PLAY	1413	tsemutsadze			to play	खेल्नु	v	चेमुचाजे	3.3.1.3
352	Kagate			tsem‍ŋen			Damai caste	दमाई	n	चेम्‍ङेन	9.7.1.3
353	Kagate	SEW	1457	tsem‍dze			to sew	सिलाउनु	v	चेम्‍जे	5.3.7
354	Kagate			tsem‍bi			type of tree	चाँपो	n	चेम्‍बी	1.5.1
355	Kagate			tser			bamboo shuttle, type of reed for loom made of bamboo	तान बन्‍न प्रयोग गरिने बाँसबाट बनेको एक प्रकारको लठ्ठि	n	चेर	
356	Kagate			tserak			irritated	झर्को, रिस	n	चेराक	2.3.2.3
357	Kagate			tserum			muscular contraction from fear or cold causing one's hair to stand on end	जिरिङ्ग	n	चेरुम	9.2.7
358	Kagate			tselauri			pockmarks	ठेउला	n	चेलाउरी	2.1.4
359	Kagate	STEP	1158	ᶫtselap			step	पाइला	n	चेःलाप	6.4.1.1
360	Kagate	VOMIT	1278	tselo			vomit	वाकवाकी, उल्टि	n	चेलो	
361	Kagate			tsel‍dze			to strip bamboo	छिल्नु	v	चेल्‍जे	
362	Kagate			tsel‍ba			bamboo basket	डोको	n	चेल्‍बा	6.6.4.2
363	Kagate			tses tsadze			to play chess	चेस खेल्नु	v	चेस चाजे	4.2.6.1.2
364	Kagate	TABLE	1775	tsok‍tsi			table	टेबुल	n	चोक्‍ची	5.1.1.4
365	Kagate			tsok‍po			tough, strict	कडा, खरो	adj	चोक्‍पो	4.1.7.1
366	Kagate	SELL	1571	tsoŋ‍dze			to sell	बेच्नु	v	चोङ्‍जे	3.2.2.3
367	Kagate	SHOP	746	tsoŋ‍sa			shop	बेच्ने ठाउँ (पसल)	n	चोङ्‍सा	6.5.2.7
368	Kagate			tsodze			to pierce	घोप्नु, घोच्नु	v	चोजे	8.3.2.3.1
369	Kagate	IRON	621	tsʲa			iron;tea	फलाम;चिया	n	च्‍या	1.2.2.3
370	Kagate	CHICKEN	1318	ᶫtsʲa			chicken	कुखुरा	n	च्‍याः	5.2.3.2
371	Kagate	BULLET	1114	tsʲai ᶫbudi			bullet, iron pieces	गोली, फलामको टुक्रा	n	च्‍याइ बुःदी	4.8.3.7
372	Kagate			tsʲak			cow dung	गोबर	n	च्‍याक	
373	Kagate			ᶫtsʲaᶫkun‍duruŋ			large owl-like eagle	हुचील	n	च्‍याःकुःन्‍दुरुङ	
374	Kagate	MUD	640	ᶫtsʲak‍tsik			mud	हिलो	n	च्‍याःक्‍चीक	7.4.5.2
375	Kagate			ᶫtsʲak‍tsʲik‍ra-tsʲak‍tsʲik			muddy	हिलै हिलो	adj	च्‍याःक्‍चीरा-च्‍याक्‍चीक	5.6.1
376	Kagate	THIEF	1160	ᶫtsʲak‍pa			thief	चोर, ढाका	n	च्‍याःक्‍पा	6.8.9.1
377	Kagate			tsʲagaᶫtak‍pu			care	हेरविचार	n	च्‍यागाताःक्‍पु	3.3.1.5
378	Kagate	SOME	1241	tsʲaŋ			some	केही	conn	च्‍याङ	8.4.5.1.1
379	Kagate	SOME	1241	ᶫtsʲaŋ			some	केही	adv	च्‍याःङ	8.5.2.8
380	Kagate	CLEVER	1310	tsʲaŋ‍karpu			clever;vigilance	चलाख;सतर्कता	adj	च्‍याङ्‍कार्पु	7.1.9
381	Kagate			tsʲaŋ‍gi			iron tripod, used for cooking over a fire	ओदान	n	च्‍याङ्‍गी	5.2.2.8
382	Kagate	THINK	2271	ᶫtsʲaŋ‍dze			to think	चिताउनु	v	च्‍याःङ्‍जे	9.4.4.5
383	Kagate			ᶫtsʲaŋ‍‍dzʲu / ᶫtsʲadzʲu			open mind	खुलस्त मन	n	च्‍याःङ्‍‍ज्‍यु / च्याःज्यु	4.3.5
384	Kagate			ᶫtsʲaŋ‍dzʲun			ideal, exemplar, prototype, classic	आदर्श	n	च्‍‍याःङ्‍ज्‍युन	8.3.5.3.1
385	Kagate	CLEVER	1310	tsʲaŋ‍bu			clever	चतुर, बाठो	adj	च्‍याङ्‍बु	4.8.2.2
386	Kagate	LIZARD	632	tsʲaŋ‍be			lizard	छेपारो	n	च्‍याङ्‍बे	1.6.1.3.2
387	Kagate			tsʲatsim			tweezers	चिम्टा	n	च्‍याचीम	6.7.6
388	Kagate	DWELL (LIVE, RESIDE)	363	tsʲadze			to live	बाँच्नु	v	च्‍याजे	7.8.1
389	Kagate			ᶫtsʲadzʲadzaŋ			cage	कुखुराको खोर	n	च्‍याःज्याजाङ	6.4.6
390	Kagate			ᶫtsʲadzʲu sem / ᶫtsʲaŋ‍dzʲu sem			open mind	खुलस्त मन	n	च्‍याःज्‍यु सेम / च्याःङ्‍ज्यु सेम	2.6
391	Kagate	BIRD	937	ᶫtsʲadzʲuŋ‍ma			bird	चरा	n	च्‍याःज्‍युङ्‍मा	1.6.1.2
392	Kagate			tsʲatʰak			iron clamp	करूवा	n	च्‍याथाक	6.7.1.2
393	Kagate			tsʲadar			zinc	जस्ता	n	च्‍यादार	6.5.3.1
394	Kagate			tsʲaparke			weakens, Weakling (small bones)	लुते, लिखुरे (सानो हाड)	adj	च्‍यापार्के	
395	Kagate			tsʲapal			sandal, slipper	चप्पल	n	च्‍यापाल	
396	Kagate	EIGHTEEN	1713	tsʲap‍ke			eighteen	अठार	num	च्‍याप्‍के	
397	Kagate			tsʲap‍tsʲu			father grand father or mother	च्याप्जु	n	च्‍याप्‍च्‍यु	
398	Kagate			ᶫtsʲaba			Chyaba, clan name among the Syuba	च्याबा (स्‍युबाहरुको थर)	n	च्‍याःबा	9.7.1.2
399	Kagate			ᶫtsʲabak-tsʲubuk			crumple	कच्याककुचुक	adj	च्‍याःबाक-च्‍युबुक	7.1.8
400	Kagate	COCK	1878	ᶫtsʲabu			cock;right	भाले;बायाँ, दाहिने		च्‍याःबु	2.6.5.1
