# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG	SEGMENTS
34619	Yidu	BAMBOO	ɑbɹɑliɑ	bamboo	OLD	ɑ b ɹ ɑ l i ɑ	2222	2222	ɑ b ɹ ɑ l iɑ
34951	Bokar	BAMBOO	j	bamboo (thick, coarse)	OLD	j	3066	3066	j
35191	Dulong	BAMBOO	ɹɯmɑŋ	bamboo	OLD	ɹ ɯ m ɑ ŋ	3011	3011	ɹ ɯ m ɑ ŋ
35809	Japhug	BAMBOO	ɟu	bamboo	OLD	ɟ u	821	821	ɟ u
40504	Limbu	BAMBOO	a		OLD	a	501	501	a
40505	Khaling	BAMBOO	tr		OLD	t r	3557	3557	t r
40763	Old_Chinese	BAMBOO	truk		OLD	t r u k	1711	1711	t r u k
41116	Old_Burmese	BAMBOO	vāh		OLD	v ā h	501	501	v ā h
41557	Wobzi_Khroskyabs	BAMBOO	ʁjû		OLD	ʁ j û	821	821	ʁ j û
41812	Chepang	BAMBOO	riŋ	bamboo (sp.) (B)	OLD	r i ŋ	3794	3794	r i ŋ
42075	Garo	BAMBOO	waʔ	bamboo (n)	OLD	w a ʔ	501	501	w a ʔ
42357	Old_Tibetan	BAMBOO	smjug		OLD	s m j u g	952	952	s m j u g
42454	Thulung	BAMBOO	lj		OLD	l j	821	821	l j
42647	Hakha_Chin	BAMBOO	rûa	bamboo (n.)	OLD	r û a	501	501	r û a
#
42966	Bunan	BARLEY	at	barley	OLD	a t	6186	6186	a t
43685	Kulung	BARLEY	ɔŋ	barley, Hordeum vulgare (n.)	OLD	ɔ ŋ	29	29	ɔ ŋ
45011	Bola	BARLEY	mɛja	barley	OLD	m ɛ j a	8478	8478	m ɛ j a
45021	Atsi	BARLEY	məjasat	barley	OLD	m ə j a s a t	8484	8484	m ə j a s a t
45151	Rangoon	BARLEY	bɑli	barley	OLD	b ɑ l i	8544	8544	b ɑ l i
48186	Tangut	BARLEY	ɕjij		OLD	ɕ j i j	0	0	ɕ j i j
26631	Jingpho	BARLEY	aŋmam	barley	OLD	a ŋ m a m	3249	3249	a ŋ m a m
27936	Tibetan_Lhasa	BARLEY	s	barley	OLD	s	6025	6025	s
27937	Tibetan_Lhasa	BARLEY	sowa	barley	OLD	s o w a	6025	6025	s o w a
29284	Dulong	BARLEY	ɑuŋ	barley	OLD	ɑ u ŋ	3251	3251	ɑu ŋ
29569	Tibetan_Batang	BARLEY	ɑ	barley	OLD	ɑ	6025	6025	ɑ
31533	Darang_Taraon	BARLEY	xɑkuɑm	barley	OLD	x ɑ k u ɑ m	3248	3248	x ɑ k uɑ m
32253	Lisu	BARLEY	zu	barley	OLD	z u	0	0	z u
32642	Bokar	BARLEY	ao	barley	OLD	a o	3252	3252	ao
34634	Yidu	BARLEY	ɑku	barley	OLD	ɑ k u	3248	3248	ɑ k u
34933	rGyalrong_Maerkang	BARLEY	wərjk	barley	OLD	w ə r j k	4037	4037	w ə r j k
35810	Japhug	BARLEY	tɤɕi	barley	OLD	t ɤ ɕ i	3250	3250	t ɤ ɕ i
40508	Limbu	BARLEY	hɔksi		OLD	h ɔ k s i	3254	3254	h ɔ k s i
41520	Khaling	BARLEY	rʌbusi		OLD	r ʌ b u s i	4916	4916	r ʌ b u s i
41558	Wobzi_Khroskyabs	BARLEY	ɕ		OLD	ɕ	3250	3250	ɕ
42359	Old_Tibetan	BARLEY	nas		OLD	n a s	3247	3247	n a s
42455	Thulung	BARLEY	jam		OLD	j a m	6026	6026	j a m
#
43103	Bunan	BE ALIVE	sonpo	alive	OLD	s o n p o	280	280	s o n p o
10390	Old_Tibetan	BE ALIVE	gsonpo		OLD	g s o n p o	280	280	g s o n p o
10419	Japhug	BE ALIVE	sɯsu		OLD	s ɯ s u	280	280	s ɯ s u
43339	Byangsi	BE ALIVE	aŋde	alive	OLD	a ŋ d e	10407	10407	a ŋ d e
43567	Rongpo	BE ALIVE	huŋ	sit, live, be	OLD	h u ŋ	565	565	h u ŋ
43790	Kulung	BE ALIVE	leima	live, survive (vi-4 [1: let- 2: lei- 3: len-])	OLD	l e i m a	704	704	l ei m a
43863	Bantawa	BE ALIVE	hɨŋ	to live, be safe	OLD	h ɨ ŋ	2550	2550	h ɨ ŋ
44976	Maru	BE ALIVE	tɔikau	living (adj.)	OLD	t ɔ i k a u	1212	1212	t ɔi k au
45015	Rangoon	BE ALIVE	ɑɕĩ	living (adj.)	OLD	ɑ ɕ ĩ	3454	3454	ɑ ɕ ĩ
45078	Atsi	BE ALIVE	tuie	living (adj.)	OLD	t u i e	1212	1212	t uie
45197	Lashi	BE ALIVE	təə	living (adj.)	OLD	t ə ə	1212	1212	t əə
45315	Bola	BE ALIVE	atui	living (adj.)	OLD	a t u i	1212	1212	a t ui
45846	Bahing	BE ALIVE	seli	alive (with pronoun prefix) (adj)	OLD	s e l i	1429	1429	s e l i
46095	Lushai	BE ALIVE	nuŋ	live (to be alive)	OLD	n u ŋ	1560	1560	n u ŋ
47180	Beijing	BE ALIVE	xuɔ	live	OLD	x u ɔ	1873	1873	x uɔ
47181	Guangzhou	BE ALIVE	saŋ	live	OLD	s a ŋ	1875	1875	s a ŋ
47182	Chaozhou	BE ALIVE	uaʔ		OLD	u a ʔ	1873	1873	ua ʔ
47183	Longgang	BE ALIVE	saŋɛ		OLD	s a ŋ ɛ	1875	1875	s a ŋ ɛ
47184	Jieyang	BE ALIVE	uaʔ		OLD	u a ʔ	1873	1873	ua ʔ
47185	Xingning	BE ALIVE	saŋke		OLD	s a ŋ k e	1875	1875	s a ŋ k e
47695	Ukhrul	BE ALIVE	əriŋ	alive (be v.)	OLD	ə r i ŋ	3403	3403	ə r i ŋ
47907	Hayu	BE ALIVE	dzol	live (vi)	OLD	d z o l	2436	2436	d z o l
48086	Tangut	BE ALIVE	sjw		OLD	s j w	280	280	s j w
48410	Mikir	BE ALIVE	rè		OLD	r è	3403	3403	r è
48658	Rabha	BE ALIVE	eŋ	living (adj.)	OLD	e ŋ	10408	10408	e ŋ
27329	Jingpho	BE ALIVE	ʒuŋ	living (adj.)	OLD	ʒ u ŋ	3329	3329	ʒ u ŋ
28072	rGyalrong_Maerkang	BE ALIVE	kəsəso	living (adj.)	OLD	k ə s ə s o	280	280	k ə s ə s o
28437	Tibetan_Lhasa	BE ALIVE	spa	living (adj.)	OLD	s p a	280	280	s p a
29800	Dulong	BE ALIVE	ɑŋɑt	living (adj.)	OLD	ɑ ŋ ɑ t	2794	2794	ɑ ŋ ɑ t
30223	Daofu	BE ALIVE	xsəxsə	living (adj.)	OLD	x s ə x s ə	280	280	x s ə x s ə
31548	Tibetan_Xiahe	BE ALIVE	sombo	living (adj.)	OLD	s o m b o	280	280	s o m b o
31854	Zhaba_Daofu_County	BE ALIVE	sysy	living (adj.)	OLD	s y s y	280	280	s y s y
31936	Darang_Taraon	BE ALIVE	ɑsɯŋ	living (adj.)	OLD	ɑ s ɯ ŋ	1875	1875	ɑ s ɯ ŋ
32339	Motuo_Menba	BE ALIVE	sonpo	living (adj.)	OLD	s o n p o	280	280	s o n p o
33769	Lisu	BE ALIVE	sɛ	living (adj.)	OLD	s ɛ	2727	2727	s ɛ
33862	Bokar	BE ALIVE	turnə	living (adj.)	OLD	t u r n ə	2758	2758	t u r n ə
33913	Tibetan_Batang	BE ALIVE	smbu	living (adj.)	OLD	s m b u	280	280	s m b u
34803	Tibetan_Alike	BE ALIVE	ɣsombo	living (adj.)	OLD	ɣ s o m b o	280	280	ɣ s o m b o
35101	Yidu	BE ALIVE	sɯŋ	living (adj.)	OLD	s ɯ ŋ	1875	1875	s ɯ ŋ
40317	Khaling	BE ALIVE	som		OLD	s o m	10264	10264	s o m
40321	Limbu	BE ALIVE	hiŋ		OLD	h i ŋ	2550	2550	h i ŋ
40765	Old_Chinese	BE ALIVE	sreŋ		OLD	s r e ŋ	1875	1875	s r e ŋ
41220	Old_Burmese	BE ALIVE	hijʔ		OLD	h i j ʔ	3691	3691	h i j ʔ
41559	Wobzi_Khroskyabs	BE ALIVE	çsû		OLD	ç s û	280	280	ç s û
41813	Chepang	BE ALIVE	selʔ	well, alive	OLD	s e l ʔ	1429	1429	s e l ʔ
42076	Garo	BE ALIVE	taa	alive; live (vi)	OLD	t a a	10407	10407	t aa
42565	Thulung	BE ALIVE	nʉ		OLD	n ʉ	3732	3732	n ʉ
42649	Hakha_Chin	BE ALIVE	nûŋnǔn	alive (adj.)	OLD	n û ŋ n ǔ n	1560	1560	n û ŋ n ǔ n
#
42916	Old_Tibetan	BE LATE	ɴgor		OLD	ɴ g o r	136	136	ɴ g o r
42959	Bunan	BE LATE	daltok	slow, late	OLD	d a l t o k	167	167	d a l t o k
43204	Byangsi	BE LATE	jilɛ	late	OLD	j i l ɛ	348	348	j i l ɛ
43654	Kulung	BE LATE	uma	be late (vi-3 [1: chus- 2: chu-])	OLD	u m a	627	627	u m a
43961	Bantawa	BE LATE	paŋma	be late	OLD	p a ŋ m a	803	803	p a ŋ m a
44898	Achang_Longchuan	BE LATE	ɔ	late	OLD	ɔ	1132	1132	ɔ
44948	Maru	BE LATE	kjam	late	OLD	k j a m	1160	1160	k j a m
44958	Atsi	BE LATE	aŋkjo	late	OLD	a ŋ k j o	1168	1168	a ŋ k j o
44980	Rangoon	BE LATE	nɑuʔɑ	late	OLD	n ɑ u ʔ ɑ	1178	1178	n ɑu ʔ ɑ
45175	Lashi	BE LATE	n	late	OLD	n	1238	1238	n
45228	Xiandao	BE LATE	kɯm	late	OLD	k ɯ m	1160	1160	k ɯ m
45377	Bola	BE LATE	kja	late	OLD	k j a	1168	1168	k j a
45732	Bahing	BE LATE	anama	later (in the day) (adv)	OLD	a n a m a	1375	1375	a n a m a
45937	Lushai	BE LATE	har	late	OLD	h a r	3589	3589	h a r
45938	Lushai	BE LATE	tlai	late	OLD	t l a i	29747	29747	t l ai
46347	Beijing	BE LATE	ʋan	late	OLD	ʋ a n	1658	1658	ʋ a n
46348	Guangzhou	BE LATE	an	late	OLD	a n	2202	2202	a n
46349	Guangzhou	BE LATE	i	late	OLD	i	1660	1660	i
46350	Chaozhou	BE LATE	i		OLD	i	1660	1660	i
46353	Xingning	BE LATE	ʅ		OLD	ʅ	1660	1660	ʅ
47785	Hayu	BE LATE	umumhe	later, in a minute (adv)	OLD	u m u m h e	2168	2168	u m u m h e
48390	Mikir	BE LATE	dér		OLD	d é r	10506	10506	d é r
48620	Rabha	BE LATE	bón	late, lengthy	OLD	b ó n	10507	10507	b ó n
25582	Bokar	BE LATE	pimu	late	OLD	p i m u	3418	3418	p i m u
27040	Jingpho	BE LATE	aŋʒat	late	OLD	a ŋ ʒ a t	478	478	a ŋ ʒ a t
27187	Motuo_Menba	BE LATE	itpe	late	OLD	i t p e	567	567	i t p e
29749	Dulong	BE LATE	ɑtɯi	late	OLD	ɑ t ɯ i	1587	1587	ɑ t ɯi
29999	Tibetan_Batang	BE LATE	ɪ	late	OLD	ɪ	2277	2277	ɪ
46351	Longgang	BE LATE	i		OLD	i	1660	1660	i
46352	Jieyang	BE LATE	i		OLD	i	1660	1660	i
31590	Daofu	BE LATE	srəsrə	late	OLD	s r ə s r ə	1365	1365	s r ə s r ə
31794	Zhaba_Daofu_County	BE LATE	aa	late	OLD	a a	2296	2296	aa
31889	Darang_Taraon	BE LATE	ɑmiuɕɑ	late	OLD	ɑ m i u ɕ ɑ	2324	2324	ɑ m iu ɕ ɑ
32588	Tibetan_Xiahe	BE LATE	ngor	late	OLD	n g o r	136	136	n g o r
32893	rGyalrong_Maerkang	BE LATE	kəməŋku	late	OLD	k ə m ə ŋ k u	2538	2538	k ə m ə ŋ k u
33713	Lisu	BE LATE	lɯ	late	OLD	l ɯ	1132	1132	l ɯ
34760	Tibetan_Alike	BE LATE	ngor	late	OLD	n g o r	136	136	n g o r
34998	Tibetan_Lhasa	BE LATE	ipu	late	OLD	i p u	2277	2277	i p u
35069	Yidu	BE LATE	emitiɑ	late	OLD	e m i t i ɑ	2324	2324	e m i t iɑ
35796	Japhug	BE LATE	dal	late	OLD	d a l	167	167	d a l
40532	Limbu	BE LATE	sus		OLD	s u s	627	627	s u s
40533	Khaling	BE LATE	ʉpɛ		OLD	ʉ p ɛ	627	627	ʉ p ɛ
40894	Old_Chinese	BE LATE	morʔ		OLD	m o r ʔ	1658	1658	m o r ʔ
41084	Old_Burmese	BE LATE	nkkja		OLD	n k k j a	1178	1178	n kk j a
41306	Japhug	BE LATE	mau		OLD	m a u	2538	2538	m au
41660	Wobzi_Khroskyabs	BE LATE	vlé		OLD	v l é	1132	1132	v l é
41924	Chepang	BE LATE	ek	late	OLD	e k	3843	3843	e k
42176	Garo	BE LATE	harima	delayed; late (vi)	OLD	h a r i m a	29746	29746	h a r i m a
42424	Thulung	BE LATE	hapaduŋmaka		OLD	h a p a d u ŋ m a k a	4055	4055	h a p a d u ŋ m a k a
42755	Hakha_Chin	BE LATE	tlytly	late (adj.)	OLD	t l y t l y	29747	29747	t l y t l y
#
42770	Hakha_Chin	BE MANY	tàmtǎm	many (adj.)	OLD	t à m t ǎ m	3	3	t à m t ǎ m
43167	Bunan	BE MANY	noj	many (countable and uncountable objects)	OLD	n o j	322	322	n o j
43208	Byangsi	BE MANY	matmì	many	OLD	m a t m ì	351	351	m a t m ì
43433	Rongpo	BE MANY	te	many	OLD	t e	1767	1767	t e
43976	Bantawa	BE MANY	ɨlok	many, more	OLD	ɨ l o k	2694	2694	ɨ l o k
44518	Rangoon	BE MANY	mjɑ		OLD	m j ɑ	1027	1027	m j ɑ
45282	Achang_Longchuan	BE MANY	ɔ	many / much adj	OLD	ɔ	1027	1027	ɔ
45284	Atsi	BE MANY	mjo	many / much adj	OLD	m j o	1027	1027	m j o
45286	Bola	BE MANY	mja	many / much adj	OLD	m j a	1027	1027	m j a
45289	Lashi	BE MANY	mj	many / much adj	OLD	m j	1027	1027	m j
45386	Maru	BE MANY	mjɔ	many / much adj	OLD	m j ɔ	1027	1027	m j ɔ
45944	Lushai	BE MANY	em	many	OLD	e m	1491	1491	e m
45945	Lushai	BE MANY	rip	many	OLD	r i p	1492	1492	r i p
46373	Beijing	BE MANY	tuɔ		OLD	t u ɔ	1669	1669	t uɔ
46374	Guangzhou	BE MANY	tɔ		OLD	t ɔ	1669	1669	t ɔ
46375	Chaozhou	BE MANY	ɔi		OLD	ɔ i	1670	1670	ɔi
46376	Longgang	BE MANY	tɔ		OLD	t ɔ	1669	1669	t ɔ
46377	Jieyang	BE MANY	ɔi		OLD	ɔ i	1670	1670	ɔi
46378	Xingning	BE MANY	tuɔ		OLD	t u ɔ	1669	1669	t uɔ
47581	Ukhrul	BE MANY	kəcuŋa	many, a lot of	OLD	k ə c u ŋ a	2047	2047	k ə c u ŋ a
47788	Hayu	BE MANY	ujaŋ	much (adv)	OLD	u j a ŋ	2170	2170	u j a ŋ
48072	Tangut	BE MANY	mj		OLD	m j	3473	3473	m j
48203	Tangut	BE MANY	rejr		OLD	r e j r	3496	3496	r e j r
48391	Mikir	BE MANY	ór		OLD	ó r	10399	10399	ó r
48609	Rabha	BE MANY	páŋboxra	many / much	OLD	p á ŋ b o x r a	10398	10398	p á ŋ b o x r a
16061	Old_Tibetan	BE MANY	maŋ	many	OLD	m a ŋ	1663	1663	m a ŋ
16074	Khaling	BE MANY	ole	many	OLD	o l e	2464	2464	o l e
16075	Limbu	BE MANY	sidɔt	many	OLD	s i d ɔ t	2465	2465	s i d ɔ t
16090	Japhug	BE MANY	xcat	many	OLD	x c a t	979	979	x c a t
45291	Xiandao	BE MANY	ɔ	many / much adj	OLD	ɔ	1027	1027	ɔ
26181	Yidu	BE MANY	pɑɑ	many / much	OLD	p ɑ ɑ	4090	4090	p ɑɑ
26998	Jingpho	BE MANY	loʔ	many / much	OLD	l o ʔ	451	451	l o ʔ
27168	Motuo_Menba	BE MANY	zakpo	many / much	OLD	z a k p o	556	556	z a k p o
27169	Motuo_Menba	BE MANY	ɕama	many / much	OLD	ɕ a m a	557	557	ɕ a m a
28010	rGyalrong_Maerkang	BE MANY	kənɑ	many / much	OLD	k ə n ɑ	979	979	k ə n ɑ
28353	Tibetan_Lhasa	BE MANY	maŋko	many / much	OLD	m a ŋ k o	1663	1663	m a ŋ k o
45943	Lushai	BE MANY	tam	many	OLD	t a m	3	3	t a m
29667	Daofu	BE MANY	ɣreɣre	many / much	OLD	ɣ r e ɣ r e	1358	1358	ɣ r e ɣ r e
29727	Dulong	BE MANY	bɯm	many / much	OLD	b ɯ m	1571	1571	b ɯ m
29971	Tibetan_Batang	BE MANY	mõmbu	many / much	OLD	m õ m b u	1663	1663	m õ m b u
31768	Zhaba_Daofu_County	BE MANY	pɛpɛ	many / much	OLD	p ɛ p ɛ	2291	2291	p ɛ p ɛ
32569	Tibetan_Xiahe	BE MANY	maŋ	many / much	OLD	m a ŋ	1663	1663	m a ŋ
33689	Lisu	BE MANY	miɑ	many / much	OLD	m i ɑ	1027	1027	m iɑ
33781	Bokar	BE MANY	aɯ	many / much	OLD	a ɯ	2733	2733	aɯ
34194	Darang_Taraon	BE MANY	dɯ	many / much	OLD	d ɯ	3546	3546	d ɯ
34738	Tibetan_Alike	BE MANY	maŋŋæ	many / much	OLD	m a ŋ ŋ æ	1663	1663	m a ŋŋ æ
40908	Old_Chinese	BE MANY	taj		OLD	t a j	1669	1669	t a j
41087	Old_Burmese	BE MANY	mjāh		OLD	m j ā h	1027	1027	m j ā h
41674	Wobzi_Khroskyabs	BE MANY	vɟæχ		OLD	v ɟ æ χ	3758	3758	v ɟ æ χ
41941	Chepang	BE MANY	ʔanə	much, many, very	OLD	ʔ a n ə	3850	3850	ʔ a n ə
42191	Garo	BE MANY	baŋʔa	many; much (vi)	OLD	b a ŋ ʔ a	3969	3969	b a ŋ ʔ a
42326	Japhug	BE MANY	dɤn		OLD	d ɤ n	4044	4044	d ɤ n
42428	Thulung	BE MANY	hapa		OLD	h a p a	4058	4058	h a p a
#
42960	Bunan	BELLY	dan	belly, stomach	OLD	d a n	168	168	d a n
10443	Old_Tibetan	BELLY	oba	belly	OLD	o b a	1298	1298	o b a
10456	Khaling	BELLY	mupu	belly	OLD	m u p u	10241	10241	m u p u
10457	Limbu	BELLY	saok	belly	OLD	s a o k	10241	10241	s ao k
43236	Byangsi	BELLY	dan	belly	OLD	d a n	168	168	d a n
10472	Japhug	BELLY	tɯxtu	belly	OLD	t ɯ x t u	370	370	t ɯ x t u
43686	Kulung	BELLY	bɔ	belly (n.)	OLD	b ɔ	10241	10241	b ɔ
43865	Bantawa	BELLY	buk	belly, stomach	OLD	b u k	10241	10241	b u k
44191	Bola	BELLY	vɛtau	belly	OLD	v ɛ t a u	908	908	v ɛ t au
44192	Maru	BELLY	vẽtuk	belly	OLD	v ẽ t u k	908	908	v ẽ t u k
44738	Rangoon	BELLY	bɑiʔ		OLD	b ɑ i ʔ	1086	1086	b ɑi ʔ
45752	Bahing	BELLY	kdza	stomach (n)	OLD	k d z a	1386	1386	k d z a
45979	Lushai	BELLY	pum	belly	OLD	p u m	1511	1511	p u m
46540	Beijing	BELLY	tuɿ		OLD	t u ɿ	1712	1712	t uɿ
46541	Guangzhou	BELLY	ou		OLD	o u	1712	1712	ou
46542	Chaozhou	BELLY	tou		OLD	t o u	1712	1712	t ou
46543	Longgang	BELLY	tuat		OLD	t u a t	1712	1712	t ua t
46544	Jieyang	BELLY	tou		OLD	t o u	1712	1712	t ou
46545	Xingning	BELLY	tuʂɿ		OLD	t u ʂ ɿ	1712	1712	t u ʂ ɿ
47606	Ukhrul	BELLY	ʔawuk	belly (exterior)	OLD	ʔ a w u k	10241	10241	ʔ a w u k
47808	Hayu	BELLY	sgali	belly (n)	OLD	s g a l i	2185	2185	s g a l i
47809	Hayu	BELLY	mli	stomach (n)	OLD	m l i	3490	3490	m l i
48467	Mikir	BELLY	pok		OLD	p o k	10241	10241	p o k
48583	Rabha	BELLY	bokdom	belly	OLD	b o k d o m	10241	10241	b o k d o m
48697	Achang_Longchuan	BELLY	ɔmtau		OLD	ɔ m t a u	908	908	ɔ m t au
48722	Xiandao	BELLY	om		OLD	o m	908	908	o m
48723	Lashi	BELLY	wɔmtou		OLD	w ɔ m t o u	908	908	w ɔ m t ou
48769	Atsi	BELLY	vam		OLD	v a m	908	908	v a m
10476	Tangut	BELLY	o	belly	OLD	o	10241	10241	o
26156	Tibetan_Alike	BELLY	ho	belly	OLD	h o	1298	1298	h o
26402	Jingpho	BELLY	kn	belly	OLD	k n	10221	10221	k n
27691	Tibetan_Lhasa	BELLY	oko	belly	OLD	o k o	863	863	o k o
28629	Daofu	BELLY	vo	belly	OLD	v o	10241	10241	v o
29069	Dulong	BELLY	pɯwɑ	belly	OLD	p ɯ w ɑ	1298	1298	p ɯ w ɑ
29808	Tibetan_Batang	BELLY	upa	belly	OLD	u p a	863	863	u p a
30259	Yidu	BELLY	ɹɑpoŋ	belly	OLD	ɹ ɑ p o ŋ	2600	2600	ɹ ɑ p o ŋ
31043	Lisu	BELLY	hi	belly	OLD	h i	1974	1974	h i
31179	Zhaba_Daofu_County	BELLY	vei	belly	OLD	v e i	10242	10242	v ei
31314	Darang_Taraon	BELLY	kɯjɯŋ	belly	OLD	k ɯ j ɯ ŋ	2115	2115	k ɯ j ɯ ŋ
31967	Tibetan_Xiahe	BELLY	ho	belly	OLD	h o	1298	1298	h o
33143	Bokar	BELLY	kpoŋ	belly	OLD	k p o ŋ	2600	2600	k p o ŋ
34968	Motuo_Menba	BELLY	olaŋ	belly	OLD	o l a ŋ	1298	1298	o l a ŋ
35645	rGyalrong_Maerkang	BELLY	təpok	belly	OLD	t ə p o k	10241	10241	t ə p o k
40766	Old_Chinese	BELLY	puk		OLD	p u k	10241	10241	p u k
41117	Old_Burmese	BELLY	pk		OLD	p k	10241	10241	p k
41560	Wobzi_Khroskyabs	BELLY	jdû		OLD	j d û	370	370	j d û
41814	Chepang	BELLY	joŋ	belly, stomach (B)	OLD	j o ŋ	2115	2115	j o ŋ
42077	Garo	BELLY	bikma	belly; stomach (n)	OLD	b i k m a	10241	10241	b i k m a
42456	Thulung	BELLY	hombe		OLD	h o m b e	4068	4068	h o m b e
42650	Hakha_Chin	BELLY	paw	belly (n.)	OLD	p a w	1298	1298	p a w
#
43156	Bunan	BELOW OR UNDER	ildok	under, below	OLD	i l d o k	315	315	i l d o k
43182	Byangsi	BELOW OR UNDER	jio	below, down	OLD	j i o	330	330	j io
10496	Old_Tibetan	BELOW OR UNDER	gɕam		OLD	g ɕ a m	380	380	g ɕ a m
10525	Japhug	BELOW OR UNDER	ɯpa		OLD	ɯ p a	396	396	ɯ p a
43401	Rongpo	BELOW OR UNDER	iŋɔ	under, below	OLD	i ŋ ɔ	463	463	i ŋ ɔ
43402	Rongpo	BELOW OR UNDER	ɔrɔ	under, below	OLD	ɔ r ɔ	463	463	ɔ r ɔ
43866	Bantawa	BELOW OR UNDER	hju	deictic expression meaning ‘that below’,;	OLD	h j u	330	330	h j u
45053	Atsi	BELOW OR UNDER	mai	below / under	OLD	m a i	1202	1202	m ai
45154	Bola	BELOW OR UNDER	aa	below / under	OLD	a a	1230	1230	aa
45215	Achang_Longchuan	BELOW OR UNDER	ae	below / under	OLD	a e	1245	1245	ae
45267	Maru	BELOW OR UNDER	ɔmɛ	below / under	OLD	ɔ m ɛ	1202	1202	ɔ m ɛ
45296	Rangoon	BELOW OR UNDER	ɑuʔ	below / under	OLD	ɑ u ʔ	1260	1260	ɑu ʔ
45708	Old_Tibetan	BELOW OR UNDER	ɦog		OLD	ɦ o g	1260	1260	ɦ o g
45713	Bahing	BELOW OR UNDER	hajy	below (adv)	OLD	h a j y	330	330	h a j y
45714	Bahing	BELOW OR UNDER	dojy	under, below (n, pp)	OLD	d o j y	330	330	d o j y
45903	Lushai	BELOW OR UNDER	uaiah	under	OLD	u a i a h	1464	1464	uaia h
46199	Beijing	BELOW OR UNDER	tiɕia	*under, below	OLD	t i ɕ i a	1626	1626	t i ɕ ia
46200	Beijing	BELOW OR UNDER	ɕiaou	*under, below	OLD	ɕ i a o u	1626	1626	ɕ iaou
46201	Guangzhou	BELOW OR UNDER	hapin	*under, below	OLD	h a p i n	1626	1626	h a p i n
46202	Chaozhou	BELOW OR UNDER	epõĩ		OLD	e p õ ĩ	1626	1626	e p õĩ
46203	Longgang	BELOW OR UNDER	taiha		OLD	t a i h a	1626	1626	t ai h a
46204	Jieyang	BELOW OR UNDER	epãĩ		OLD	e p ã ĩ	1626	1626	e p ãĩ
46205	Xingning	BELOW OR UNDER	hapɔɛ		OLD	h a p ɔ ɛ	1626	1626	h a p ɔɛ
46206	Longgang	BELOW OR UNDER	hamɛn		OLD	h a m ɛ n	1626	1626	h a m ɛ n
46207	Longgang	BELOW OR UNDER	hapɔi		OLD	h a p ɔ i	1626	1626	h a p ɔi
47762	Hayu	BELOW OR UNDER	hutoŋ	down, below (adv)	OLD	h u t o ŋ	2157	2157	h u t o ŋ
47763	Hayu	BELOW OR UNDER	ja	below, down (adv)	OLD	j a	330	330	j a
48146	Tangut	BELOW OR UNDER	ju		OLD	j u	10180	10180	j u
48475	Mikir	BELOW OR UNDER	rúm		OLD	r ú m	0	0	r ú m
26769	Motuo_Menba	BELOW OR UNDER	doŋten	below / under	OLD	d o ŋ t e n	314	314	d o ŋ t e n
26814	Jingpho	BELOW OR UNDER	lăwuʔ	below / under	OLD	l ă w u ʔ	343	343	l ă w u ʔ
27866	rGyalrong_Maerkang	BELOW OR UNDER	wuspoi	below / under	OLD	w u s p o i	930	930	w u s p oi
28156	Tibetan_Lhasa	BELOW OR UNDER	mɛ	below / under	OLD	m ɛ	1036	1036	m ɛ
28157	Tibetan_Lhasa	BELOW OR UNDER	ɕamla	below / under	OLD	ɕ a m l a	380	380	ɕ a m l a
29110	Daofu	BELOW OR UNDER	nənvɛ	below / under	OLD	n ə n v ɛ	10180	10180	n ə n v ɛ
29540	Dulong	BELOW OR UNDER	pɑŋɑŋ	below / under	OLD	p ɑ ŋ ɑ ŋ	3438	3438	p ɑ ŋ ɑ ŋ
29811	Tibetan_Batang	BELOW OR UNDER	mãʔ	below / under	OLD	m ã ʔ	1036	1036	m ã ʔ
31604	Zhaba_Daofu_County	BELOW OR UNDER	ɑɿ	below / under	OLD	ɑ ɿ	2263	2263	ɑɿ
33504	Lisu	BELOW OR UNDER	s	below / under	OLD	s	1202	1202	s
33581	Bokar	BELOW OR UNDER	mandap	below / under	OLD	m a n d a p	1036	1036	m a n d a p
34464	Tibetan_Xiahe	BELOW OR UNDER	manar	below / under	OLD	m a n a r	1036	1036	m a n a r
40323	Limbu	BELOW OR UNDER	jo		OLD	j o	330	330	j o
40324	Khaling	BELOW OR UNDER	jukkʌ		OLD	j u k k ʌ	330	330	j u kk ʌ
40767	Old_Chinese	BELOW OR UNDER	raʔ		OLD	r a ʔ	1626	1626	r a ʔ
41058	Old_Burmese	BELOW OR UNDER	ʔk		OLD	ʔ k	1260	1260	ʔ k
41561	Wobzi_Khroskyabs	BELOW OR UNDER	vi		OLD	v i	396	396	v i
41815	Chepang	BELOW OR UNDER	talge	underneath, beneath or below (place)	OLD	t a l g e	315	315	t a l g e
42078	Garo	BELOW OR UNDER	kama	below; under (pp)	OLD	k a m a	3917	3917	k a m a
42398	Thulung	BELOW OR UNDER	wjʉ		OLD	w j ʉ	330	330	w j ʉ
42630	Thulung	BELOW OR UNDER	ali		OLD	a l i	315	315	a l i
42651	Hakha_Chin	BELOW OR UNDER	lâŋ	below (prep.)	OLD	l â ŋ	463	463	l â ŋ
#
43130	Bunan	BIG	tei	big, honest	OLD	t e i	29701	29701	t ei
43183	Byangsi	BIG	poda	big	OLD	p o d a	331	331	p o d a
